run,pop,herb,order,rate,rep,ve,biomass
1,KEI3,lactofen,6,3x,6,1,0
1,KEI3,lactofen,6,3x,7,2,0.05
1,KEI3,lactofen,6,3x,8,1,0
1,KEI3,mesotrione,7,1x,1,1,0
1,KEI3,mesotrione,7,1x,2,1,0
1,KEI3,mesotrione,7,1x,3,1,0
1,KEI3,mesotrione,7,1x,4,1,0
1,KEI3,mesotrione,7,1x,5,1,0
1,KEI3,mesotrione,7,1x,6,1,0
1,KEI3,mesotrione,7,1x,7,1,0
1,KEI3,mesotrione,7,1x,8,1,0
1,KEI3,mesotrione,7,3x,1,1,0
1,KEI3,mesotrione,7,3x,2,1,0
1,KEI3,mesotrione,7,3x,3,1,0
1,KEI3,mesotrione,7,3x,4,1,0
1,KEI3,mesotrione,7,3x,5,1,0
1,KEI3,mesotrione,7,3x,6,1,0
1,KEI3,mesotrione,7,3x,7,1,0
1,KEI3,mesotrione,7,3x,8,1,0
1,KEI2,control,0,1x,1,10,6.08
1,KEI2,control,0,1x,2,10,5
1,KEI2,control,0,1x,3,10,4.28
1,KEI2,control,0,1x,4,10,5.01
1,KEI2,control,0,1x,5,10,4.4
1,KEI2,control,0,1x,6,10,4.66
1,KEI2,control,0,1x,7,10,4.65
1,KEI2,control,0,1x,8,10,5.03
1,KEI2,imazethapyr,1,1x,1,9,4.69
1,KEI2,imazethapyr,1,1x,2,9,2.9
1,KEI2,imazethapyr,1,1x,3,8,1.15
1,KEI2,imazethapyr,1,1x,4,9,5.45
1,KEI2,imazethapyr,1,1x,5,9,6.13
1,KEI2,imazethapyr,1,1x,6,9,4.2
1,KEI2,imazethapyr,1,1x,7,3,0.05
1,KEI2,imazethapyr,1,1x,8,2,0.16
1,KEI2,imazethapyr,1,3x,1,9,1.03
1,KEI2,imazethapyr,1,3x,2,7,0.19
1,KEI2,imazethapyr,1,3x,3,7,0.48
1,KEI2,imazethapyr,1,3x,4,8,0.64
1,KEI2,imazethapyr,1,3x,5,9,5.15
1,KEI2,imazethapyr,1,3x,6,9,1.71
1,KEI2,imazethapyr,1,3x,7,8,0.59
1,KEI2,imazethapyr,1,3x,8,8,0.98
1,KEI2,dicamba,4,1x,1,1,0
1,KEI2,dicamba,4,1x,2,1,0
1,KEI2,dicamba,4,1x,3,2,0.49
1,KEI2,dicamba,4,1x,4,5,0.7
1,KEI2,dicamba,4,1x,5,1,0
1,KEI2,dicamba,4,1x,6,1,0
1,KEI2,dicamba,4,1x,7,1,0
1,KEI2,dicamba,4,1x,8,1,0
1,KEI2,dicamba,4,3x,1,1,0
1,KEI2,dicamba,4,3x,2,1,0
1,KEI2,dicamba,4,3x,3,1,0
1,KEI2,dicamba,4,3x,4,1,0
1,KEI2,dicamba,4,3x,5,1,0
1,KEI2,dicamba,4,3x,6,1,0
1,KEI2,dicamba,4,3x,7,1,0
1,KEI2,dicamba,4,3x,8,1,0
1,KEI2,"2,4-D",5,1x,1,5,
1,KEI2,"2,4-D",5,1x,2,1,0
1,KEI2,"2,4-D",5,1x,3,1,0
1,KEI2,"2,4-D",5,1x,4,1,0
1,KEI2,"2,4-D",5,1x,5,1,0
1,KEI2,"2,4-D",5,1x,6,5,1.48
1,KEI2,"2,4-D",5,1x,7,1,0
1,KEI2,"2,4-D",5,1x,8,1,0
1,KEI2,"2,4-D",5,3x,1,1,0
1,KEI2,"2,4-D",5,3x,2,1,0
1,KEI2,"2,4-D",5,3x,3,1,0
1,KEI2,"2,4-D",5,3x,4,1,0
1,KEI2,"2,4-D",5,3x,5,1,0
1,KEI2,"2,4-D",5,3x,6,1,0
1,KEI2,"2,4-D",5,3x,7,1,0
1,KEI2,"2,4-D",5,3x,8,2,0.14
1,KEI2,atrazine,3,1x,1,1,0
1,KEI2,atrazine,3,1x,2,1,0
1,KEI2,atrazine,3,1x,3,8,1.14
1,KEI2,atrazine,3,1x,4,1,0
1,KEI2,atrazine,3,1x,5,1,0
1,KEI2,atrazine,3,1x,6,8,4.05
1,KEI2,atrazine,3,1x,7,7,1.16
1,KEI2,atrazine,3,1x,8,7,0.7
1,KEI2,atrazine,3,3x,1,1,0
1,KEI2,atrazine,3,3x,2,1,0
1,KEI2,atrazine,3,3x,3,8,2.5
1,KEI2,atrazine,3,3x,4,1,0
1,KEI2,atrazine,3,3x,5,3,0.05
1,KEI2,atrazine,3,3x,6,1,0
1,KEI2,atrazine,3,3x,7,1,0
1,KEI2,atrazine,3,3x,8,8,4.14
1,KEI2,glyphosate,2,1x,1,9,4.33
1,KEI2,glyphosate,2,1x,2,1,0
1,KEI2,glyphosate,2,1x,3,9,5.2
1,KEI2,glyphosate,2,1x,4,9,4.08
1,KEI2,glyphosate,2,1x,5,9,3.11
1,KEI2,glyphosate,2,1x,6,9,4.06
1,KEI2,glyphosate,2,1x,7,9,3.69
1,KEI2,glyphosate,2,1x,8,8,5.36
1,KEI2,glyphosate,2,3x,1,1,0
1,KEI2,glyphosate,2,3x,2,5,0.19
1,KEI2,glyphosate,2,3x,3,5,0.17
1,KEI2,glyphosate,2,3x,4,6,0.26
1,KEI2,glyphosate,2,3x,5,4,0.2
1,KEI2,glyphosate,2,3x,6,1,0
1,KEI2,glyphosate,2,3x,7,1,0
1,KEI2,glyphosate,2,3x,8,1,0
1,KEI2,glufosinate,8,1x,1,1,0
1,KEI2,glufosinate,8,1x,2,1,0
1,KEI2,glufosinate,8,1x,3,1,0
1,KEI2,glufosinate,8,1x,4,1,0
1,KEI2,glufosinate,8,1x,5,1,0
1,KEI2,glufosinate,8,1x,6,1,0
1,KEI2,glufosinate,8,1x,7,1,0
1,KEI2,glufosinate,8,1x,8,1,0
1,KEI2,glufosinate,8,3x,1,1,0
1,KEI2,glufosinate,8,3x,2,1,0
1,KEI2,glufosinate,8,3x,3,1,0
1,KEI2,glufosinate,8,3x,4,1,0
1,KEI2,glufosinate,8,3x,5,1,0
1,KEI2,glufosinate,8,3x,6,1,0
1,KEI2,glufosinate,8,3x,7,1,0
1,KEI2,glufosinate,8,3x,8,1,0
1,KEI2,lactofen,6,1x,1,1,0
1,KEI2,lactofen,6,1x,2,1,0
1,KEI2,lactofen,6,1x,3,8,1.49
1,KEI2,lactofen,6,1x,4,1,0
1,KEI2,lactofen,6,1x,5,1,0
1,KEI2,lactofen,6,1x,6,1,0
1,KEI2,lactofen,6,1x,7,8,1.08
1,KEI2,lactofen,6,1x,8,1,0
1,KEI2,lactofen,6,3x,1,1,0
1,KEI2,lactofen,6,3x,2,1,0
1,KEI2,lactofen,6,3x,3,1,0
1,KEI2,lactofen,6,3x,4,1,0
1,KEI2,lactofen,6,3x,5,1,0
1,KEI2,lactofen,6,3x,6,1,0
1,KEI2,lactofen,6,3x,7,1,0
1,KEI2,lactofen,6,3x,8,1,0
1,KEI2,mesotrione,7,1x,1,3,
1,KEI2,mesotrione,7,1x,2,8,4.19
1,KEI2,mesotrione,7,1x,3,3,0.09
1,KEI2,mesotrione,7,1x,4,1,0
1,KEI2,mesotrione,7,1x,5,1,0
1,KEI2,mesotrione,7,1x,6,1,0
1,KEI2,mesotrione,7,1x,7,1,0
1,KEI2,mesotrione,7,1x,8,6,
1,KEI2,mesotrione,7,3x,1,1,0
1,KEI2,mesotrione,7,3x,2,1,0
1,KEI2,mesotrione,7,3x,3,8,2.04
1,KEI2,mesotrione,7,3x,4,1,0
1,KEI2,mesotrione,7,3x,5,1,0
1,KEI2,mesotrione,7,3x,6,1,0
1,KEI2,mesotrione,7,3x,7,8,2.87
1,KEI2,mesotrione,7,3x,8,1,0
1,BRO,control,0,1x,1,10,7.18
1,BRO,control,0,1x,2,10,5.44
1,BRO,control,0,1x,3,10,5.54
1,BRO,control,0,1x,4,10,5.74
1,BRO,control,0,1x,5,10,5.74
1,BRO,control,0,1x,6,10,5.75
1,BRO,control,0,1x,7,10,5.91
1,BRO,control,0,1x,8,10,4.87
1,BRO,imazethapyr,1,1x,1,8,3.36
1,BRO,imazethapyr,1,1x,2,9,1.69
1,BRO,imazethapyr,1,1x,3,9,5.06
1,BRO,imazethapyr,1,1x,4,9,3.7
1,BRO,imazethapyr,1,1x,5,9,4.45
1,BRO,imazethapyr,1,1x,6,9,6.26
1,BRO,imazethapyr,1,1x,7,9,4.39
1,BRO,imazethapyr,1,1x,8,9,4.41
1,BRO,imazethapyr,1,3x,1,9,4.84
1,BRO,imazethapyr,1,3x,2,1,0
1,BRO,imazethapyr,1,3x,3,8,3.07
1,BRO,imazethapyr,1,3x,4,1,0
1,BRO,imazethapyr,1,3x,5,1,0
1,BRO,imazethapyr,1,3x,6,9,5.42
1,BRO,imazethapyr,1,3x,7,9,2.27
1,BRO,imazethapyr,1,3x,8,8,5.52
1,BRO,dicamba,4,1x,1,1,0
1,BRO,dicamba,4,1x,2,1,0
1,BRO,dicamba,4,1x,3,1,0
1,BRO,dicamba,4,1x,4,1,0
1,BRO,dicamba,4,1x,5,1,0
1,BRO,dicamba,4,1x,6,1,0
1,BRO,dicamba,4,1x,7,1,0
1,BRO,dicamba,4,1x,8,1,0
1,BRO,dicamba,4,3x,1,1,0
1,BRO,dicamba,4,3x,2,1,0
1,BRO,dicamba,4,3x,3,1,0
1,BRO,dicamba,4,3x,4,1,0
1,BRO,dicamba,4,3x,5,1,0
1,BRO,dicamba,4,3x,6,1,0
1,BRO,dicamba,4,3x,7,1,0
1,BRO,dicamba,4,3x,8,1,0
1,BRO,"2,4-D",5,1x,1,1,0
1,BRO,"2,4-D",5,1x,2,1,0
1,BRO,"2,4-D",5,1x,3,1,0
1,BRO,"2,4-D",5,1x,4,5,0.97
1,BRO,"2,4-D",5,1x,5,4,0.51
1,BRO,"2,4-D",5,1x,6,5,0.55
1,BRO,"2,4-D",5,1x,7,5,0.53
1,BRO,"2,4-D",5,1x,8,4,0.62
1,BRO,"2,4-D",5,3x,1,1,0
1,BRO,"2,4-D",5,3x,2,1,0
1,BRO,"2,4-D",5,3x,3,1,0
1,BRO,"2,4-D",5,3x,4,1,0
1,BRO,"2,4-D",5,3x,5,1,0
1,BRO,"2,4-D",5,3x,6,1,0
1,BRO,"2,4-D",5,3x,7,1,0
1,BRO,"2,4-D",5,3x,8,1,0
1,BRO,atrazine,3,1x,1,7,1.03
1,BRO,atrazine,3,1x,2,5,0.11
1,BRO,atrazine,3,1x,3,6,0.41
1,BRO,atrazine,3,1x,4,8,4.04
1,BRO,atrazine,3,1x,5,1,0
1,BRO,atrazine,3,1x,6,3,0.03
1,BRO,atrazine,3,1x,7,8,1.52
1,BRO,atrazine,3,1x,8,8,1.15
1,BRO,atrazine,3,3x,1,1,0
1,BRO,atrazine,3,3x,2,8,1.18
1,BRO,atrazine,3,3x,3,5,0.06
1,BRO,atrazine,3,3x,4,8,1.04
1,BRO,atrazine,3,3x,5,1,0
1,BRO,atrazine,3,3x,6,6,0.1
1,BRO,atrazine,3,3x,7,1,0
1,BRO,atrazine,3,3x,8,1,0
1,BRO,glyphosate,2,1x,1,1,0
1,BRO,glyphosate,2,1x,2,9,3.64
1,BRO,glyphosate,2,1x,3,9,1.41
1,BRO,glyphosate,2,1x,4,1,0
1,BRO,glyphosate,2,1x,5,9,4.35
1,BRO,glyphosate,2,1x,6,4,0.1
1,BRO,glyphosate,2,1x,7,9,2.02
1,BRO,glyphosate,2,1x,8,9,0.78
1,BRO,glyphosate,2,3x,1,4,0.04
1,BRO,glyphosate,2,3x,2,7,0.36
1,BRO,glyphosate,2,3x,3,5,0.1
1,BRO,glyphosate,2,3x,4,8,1.23
1,BRO,glyphosate,2,3x,5,1,0
1,BRO,glyphosate,2,3x,6,4,0.1
1,BRO,glyphosate,2,3x,7,4,0.12
1,BRO,glyphosate,2,3x,8,1,0
1,BRO,glufosinate,8,1x,1,1,0
1,BRO,glufosinate,8,1x,2,1,0
1,BRO,glufosinate,8,1x,3,1,0
1,BRO,glufosinate,8,1x,4,1,0
1,BRO,glufosinate,8,1x,5,1,0
1,BRO,glufosinate,8,1x,6,1,0
1,BRO,glufosinate,8,1x,7,1,0
1,BRO,glufosinate,8,1x,8,1,0
1,BRO,glufosinate,8,3x,1,1,0
1,BRO,glufosinate,8,3x,2,1,0
1,BRO,glufosinate,8,3x,3,1,0
1,BRO,glufosinate,8,3x,4,1,0
1,BRO,glufosinate,8,3x,5,1,0
1,BRO,glufosinate,8,3x,6,1,0
1,BRO,glufosinate,8,3x,7,1,0
1,BRO,glufosinate,8,3x,8,1,0
1,BRO,lactofen,6,1x,1,1,0
1,BRO,lactofen,6,1x,2,1,0
1,BRO,lactofen,6,1x,3,8,4.32
1,BRO,lactofen,6,1x,4,8,3.66
1,BRO,lactofen,6,1x,5,6,0.34
1,BRO,lactofen,6,1x,6,8,0.78
1,BRO,lactofen,6,1x,7,1,0
1,BRO,lactofen,6,1x,8,6,0.39
1,BRO,lactofen,6,3x,1,1,0
1,BRO,lactofen,6,3x,2,1,0
1,BRO,lactofen,6,3x,3,1,0
1,BRO,lactofen,6,3x,4,1,0
1,BRO,lactofen,6,3x,5,1,0
1,BRO,lactofen,6,3x,6,1,0
1,BRO,lactofen,6,3x,7,1,0
1,BRO,lactofen,6,3x,8,7,0.77
1,BRO,mesotrione,7,1x,1,1,0
1,BRO,mesotrione,7,1x,2,1,0
1,BRO,mesotrione,7,1x,3,1,0
1,BRO,mesotrione,7,1x,4,1,0
1,BRO,mesotrione,7,1x,5,1,0
1,BRO,mesotrione,7,1x,6,1,0
1,BRO,mesotrione,7,1x,7,3,0.06
1,BRO,mesotrione,7,1x,8,1,0
1,BRO,mesotrione,7,3x,1,1,0
1,BRO,mesotrione,7,3x,2,3,0.08
1,BRO,mesotrione,7,3x,3,1,0
1,BRO,mesotrione,7,3x,4,1,0
1,BRO,mesotrione,7,3x,5,8,1.61
1,BRO,mesotrione,7,3x,6,1,0
1,BRO,mesotrione,7,3x,7,1,0
1,BRO,mesotrione,7,3x,8,1,0
2,KEI3,control,0,1x,1,10,6.48
2,KEI3,control,0,1x,2,10,5.47
2,KEI3,control,0,1x,3,10,6.09
2,KEI3,control,0,1x,4,10,6.6
2,KEI3,control,0,1x,5,10,5.28
2,KEI3,control,0,1x,6,10,5.99
2,KEI3,control,0,1x,7,10,5.39
2,KEI3,control,0,1x,8,10,5.48
2,KEI3,imazethapyr,1,1x,1,9,1.6
2,KEI3,imazethapyr,1,1x,2,8,0.53
2,KEI3,imazethapyr,1,1x,3,9,4.35
2,KEI3,imazethapyr,1,1x,4,9,2.63
2,KEI3,imazethapyr,1,1x,5,9,2.13
2,KEI3,imazethapyr,1,1x,6,9,2.55
2,KEI3,imazethapyr,1,1x,7,9,5.33
2,KEI3,imazethapyr,1,1x,8,2,0.09
2,KEI3,imazethapyr,1,3x,1,6,0.85
2,KEI3,imazethapyr,1,3x,2,3,0.13
2,KEI3,imazethapyr,1,3x,3,8,4.23
2,KEI3,imazethapyr,1,3x,4,7,1.55
2,KEI3,imazethapyr,1,3x,5,1,0
2,KEI3,imazethapyr,1,3x,6,6,0.93
2,KEI3,imazethapyr,1,3x,7,1,0
2,KEI3,imazethapyr,1,3x,8,7,0.82
2,KEI3,dicamba,4,1x,1,1,0
2,KEI3,dicamba,4,1x,2,1,0
2,KEI3,dicamba,4,1x,3,1,0
2,KEI3,dicamba,4,1x,4,1,0
2,KEI3,dicamba,4,1x,5,1,0
2,KEI3,dicamba,4,1x,6,1,0
2,KEI3,dicamba,4,1x,7,3,0.61
2,KEI3,dicamba,4,1x,8,6,0.65
2,KEI3,dicamba,4,3x,1,1,0
2,KEI3,dicamba,4,3x,2,1,0
2,KEI3,dicamba,4,3x,3,1,0
2,KEI3,dicamba,4,3x,4,4,0.11
2,KEI3,dicamba,4,3x,5,1,0
2,KEI3,dicamba,4,3x,6,1,0
2,KEI3,dicamba,4,3x,7,1,0
2,KEI3,dicamba,4,3x,8,4,0.65
2,KEI3,"2,4-D",5,1x,1,1,0
2,KEI3,"2,4-D",5,1x,2,7,1.94
2,KEI3,"2,4-D",5,1x,3,6,2.62
2,KEI3,"2,4-D",5,1x,4,1,0
2,KEI3,"2,4-D",5,1x,5,5,0.97
2,KEI3,"2,4-D",5,1x,6,7,1.25
2,KEI3,"2,4-D",5,1x,7,5,0.96
2,KEI3,"2,4-D",5,1x,8,6,1.13
2,KEI3,"2,4-D",5,3x,1,1,0
2,KEI3,"2,4-D",5,3x,2,1,0
2,KEI3,"2,4-D",5,3x,3,1,0
2,KEI3,"2,4-D",5,3x,4,1,0
2,KEI3,"2,4-D",5,3x,5,1,0
2,KEI3,"2,4-D",5,3x,6,1,0
2,KEI3,"2,4-D",5,3x,7,1,0
2,KEI3,"2,4-D",5,3x,8,1,0
2,KEI3,atrazine,3,1x,1,8,1.92
2,KEI3,atrazine,3,1x,2,1,0
2,KEI3,atrazine,3,1x,3,1,0
2,KEI3,atrazine,3,1x,4,1,0
2,KEI3,atrazine,3,1x,5,1,0
2,KEI3,atrazine,3,1x,6,1,0
2,KEI3,atrazine,3,1x,7,1,0
2,KEI3,atrazine,3,1x,8,1,0
2,KEI3,atrazine,3,3x,1,1,0
2,KEI3,atrazine,3,3x,2,1,0
2,KEI3,atrazine,3,3x,3,1,0
2,KEI3,atrazine,3,3x,4,1,0
2,KEI3,atrazine,3,3x,5,1,0
2,KEI3,atrazine,3,3x,6,1,0
2,KEI3,atrazine,3,3x,7,1,0
2,KEI3,atrazine,3,3x,8,1,0
2,KEI3,glyphosate,2,1x,1,1,0
2,KEI3,glyphosate,2,1x,2,1,0
2,KEI3,glyphosate,2,1x,3,1,0
2,KEI3,glyphosate,2,1x,4,1,0
2,KEI3,glyphosate,2,1x,5,1,0
2,KEI3,glyphosate,2,1x,6,1,0
2,KEI3,glyphosate,2,1x,7,1,0
2,KEI3,glyphosate,2,1x,8,1,0
2,KEI3,glyphosate,2,3x,1,1,0
2,KEI3,glyphosate,2,3x,2,1,0
2,KEI3,glyphosate,2,3x,3,1,0
2,KEI3,glyphosate,2,3x,4,1,0
2,KEI3,glyphosate,2,3x,5,9,2.26
2,KEI3,glyphosate,2,3x,6,1,0
2,KEI3,glyphosate,2,3x,7,1,0
2,KEI3,glyphosate,2,3x,8,1,0
2,KEI3,glufosinate,8,1x,1,1,0
2,KEI3,glufosinate,8,1x,2,1,0
2,KEI3,glufosinate,8,1x,3,1,0
2,KEI3,glufosinate,8,1x,4,1,0
2,KEI3,glufosinate,8,1x,5,1,0
2,KEI3,glufosinate,8,1x,6,1,0
2,KEI3,glufosinate,8,1x,7,1,0
2,KEI3,glufosinate,8,1x,8,1,0
2,KEI3,glufosinate,8,3x,1,1,0
2,KEI3,glufosinate,8,3x,2,1,0
2,KEI3,glufosinate,8,3x,3,1,0
2,KEI3,glufosinate,8,3x,4,1,0
2,KEI3,glufosinate,8,3x,5,1,0
2,KEI3,glufosinate,8,3x,6,1,0
2,KEI3,glufosinate,8,3x,7,1,0
2,KEI3,glufosinate,8,3x,8,1,0
2,KEI3,lactofen,6,1x,1,1,0
2,KEI3,lactofen,6,1x,2,1,0
2,KEI3,lactofen,6,1x,3,1,0
2,KEI3,lactofen,6,1x,4,1,0
2,KEI3,lactofen,6,1x,5,1,0
2,KEI3,lactofen,6,1x,6,1,0
2,KEI3,lactofen,6,1x,7,1,0
2,KEI3,lactofen,6,1x,8,1,0
2,KEI3,lactofen,6,3x,1,1,0
2,KEI3,lactofen,6,3x,2,1,0
2,KEI3,lactofen,6,3x,3,1,0
2,KEI3,lactofen,6,3x,4,1,0
2,KEI3,lactofen,6,3x,5,1,0
2,KEI3,lactofen,6,3x,6,1,0
2,KEI3,lactofen,6,3x,7,4,
2,KEI3,lactofen,6,3x,8,1,0
2,KEI3,mesotrione,7,1x,1,7,0.46
2,KEI3,mesotrione,7,1x,2,1,0
2,KEI3,mesotrione,7,1x,3,1,0
2,KEI3,mesotrione,7,1x,4,1,0
2,KEI3,mesotrione,7,1x,5,1,0
2,KEI3,mesotrione,7,1x,6,1,0
2,KEI3,mesotrione,7,1x,7,1,0
2,KEI3,mesotrione,7,1x,8,1,0
2,KEI3,mesotrione,7,3x,1,1,0
2,KEI3,mesotrione,7,3x,2,1,0
2,KEI3,mesotrione,7,3x,3,1,0
2,KEI3,mesotrione,7,3x,4,1,0
2,KEI3,mesotrione,7,3x,5,1,0
2,KEI3,mesotrione,7,3x,6,1,0
2,KEI3,mesotrione,7,3x,7,1,0
2,KEI3,mesotrione,7,3x,8,1,0
2,KEI2,control,0,1x,1,10,4.95
2,KEI2,control,0,1x,2,10,5.19
2,KEI2,control,0,1x,3,10,4.65
2,KEI2,control,0,1x,4,10,5.9
2,KEI2,control,0,1x,5,10,4.63
2,KEI2,control,0,1x,6,10,6.18
2,KEI2,control,0,1x,7,10,5.6
2,KEI2,control,0,1x,8,10,6.64
2,KEI2,imazethapyr,1,1x,1,4,0.13
2,KEI2,imazethapyr,1,1x,2,9,4.24
2,KEI2,imazethapyr,1,1x,3,8,2.95
2,KEI2,imazethapyr,1,1x,4,8,1.88
2,KEI2,imazethapyr,1,1x,5,6,0.3
2,KEI2,imazethapyr,1,1x,6,9,4.57
2,KEI2,imazethapyr,1,1x,7,3,0.05
2,KEI2,imazethapyr,1,1x,8,9,4.95
2,KEI2,imazethapyr,1,3x,1,1,0
2,KEI2,imazethapyr,1,3x,2,1,0
2,KEI2,imazethapyr,1,3x,3,4,0.04
2,KEI2,imazethapyr,1,3x,4,4,0.12
2,KEI2,imazethapyr,1,3x,5,6,0.51
2,KEI2,imazethapyr,1,3x,6,8,1.8
2,KEI2,imazethapyr,1,3x,7,1,0
2,KEI2,imazethapyr,1,3x,8,3,0.05
2,KEI2,dicamba,4,1x,1,4,0.28
2,KEI2,dicamba,4,1x,2,1,0
2,KEI2,dicamba,4,1x,3,1,0
2,KEI2,dicamba,4,1x,4,1,0
2,KEI2,dicamba,4,1x,5,5,2.46
2,KEI2,dicamba,4,1x,6,5,0.41
2,KEI2,dicamba,4,1x,7,1,0
2,KEI2,dicamba,4,1x,8,1,0
2,KEI2,dicamba,4,3x,1,1,0
2,KEI2,dicamba,4,3x,2,1,0
2,KEI2,dicamba,4,3x,3,1,0
