pop,herb,rate,rep,ve,surv,ima_R,County,Corn_Soy,Tillage,Manure,SOA_2,SOA_9,SOA_5
A1,imazethapyr,1x,1,9,1,yes,,yes,yes,no,no,,
A1,imazethapyr,1x,2,9,1,yes,,yes,yes,no,no,,
A1,imazethapyr,1x,3,9,1,yes,,yes,yes,no,no,,
A1,imazethapyr,1x,4,9,1,yes,,yes,yes,no,no,,
A1,imazethapyr,1x,5,9,1,yes,,yes,yes,no,no,,
A1,imazethapyr,1x,6,9,1,yes,,yes,yes,no,no,,
A1,imazethapyr,1x,7,9,1,yes,,yes,yes,no,no,,
A1,imazethapyr,1x,8,9,1,yes,,yes,yes,no,no,,
A2,imazethapyr,1x,1,9,1,yes,Dunn,yes,no,no,yes,,
A2,imazethapyr,1x,2,9,1,yes,Dunn,yes,no,no,yes,,
A2,imazethapyr,1x,3,9,1,yes,Dunn,yes,no,no,yes,,
A2,imazethapyr,1x,4,9,1,yes,Dunn,yes,no,no,yes,,
A2,imazethapyr,1x,5,9,1,yes,Dunn,yes,no,no,yes,,
A2,imazethapyr,1x,6,9,1,yes,Dunn,yes,no,no,yes,,
A2,imazethapyr,1x,7,9,1,yes,Dunn,yes,no,no,yes,,
A2,imazethapyr,1x,8,9,1,yes,Dunn,yes,no,no,yes,,
A3,imazethapyr,1x,1,8,1,yes,Dunn,yes,no,no,yes,,
A3,imazethapyr,1x,2,9,1,yes,Dunn,yes,no,no,yes,,
A3,imazethapyr,1x,3,9,1,yes,Dunn,yes,no,no,yes,,
A3,imazethapyr,1x,4,9,1,yes,Dunn,yes,no,no,yes,,
A3,imazethapyr,1x,5,9,1,yes,Dunn,yes,no,no,yes,,
A3,imazethapyr,1x,6,9,1,yes,Dunn,yes,no,no,yes,,
A3,imazethapyr,1x,7,9,1,yes,Dunn,yes,no,no,yes,,
A3,imazethapyr,1x,8,9,1,yes,Dunn,yes,no,no,yes,,
A8,imazethapyr,1x,1,8,1,yes,Brown,yes,yes,no,yes,,
A8,imazethapyr,1x,2,9,1,yes,Brown,yes,yes,no,yes,,
A8,imazethapyr,1x,3,3,0,no,Brown,yes,yes,no,yes,,
A8,imazethapyr,1x,4,3,0,no,Brown,yes,yes,no,yes,,
A8,imazethapyr,1x,5,6,1,yes,Brown,yes,yes,no,yes,,
A8,imazethapyr,1x,6,8,1,yes,Brown,yes,yes,no,yes,,
A8,imazethapyr,1x,7,2,0,no,Brown,yes,yes,no,yes,,
A8,imazethapyr,1x,8,8,1,yes,Brown,yes,yes,no,yes,,
A9,imazethapyr,1x,1,9,1,yes,La Crosse,yes,no,yes,no,,
A9,imazethapyr,1x,2,9,1,yes,La Crosse,yes,no,yes,no,,
A9,imazethapyr,1x,3,9,1,yes,La Crosse,yes,no,yes,no,,
A9,imazethapyr,1x,4,9,1,yes,La Crosse,yes,no,yes,no,,
A9,imazethapyr,1x,5,9,1,yes,La Crosse,yes,no,yes,no,,
A9,imazethapyr,1x,6,9,1,yes,La Crosse,yes,no,yes,no,,
A9,imazethapyr,1x,7,9,1,yes,La Crosse,yes,no,yes,no,,
A9,imazethapyr,1x,8,9,1,yes,La Crosse,yes,no,yes,no,,
A10,imazethapyr,1x,1,7,1,yes,Trempealeau,yes,yes,no,yes,,
A10,imazethapyr,1x,2,9,1,yes,Trempealeau,yes,yes,no,yes,,
A10,imazethapyr,1x,3,9,1,yes,Trempealeau,yes,yes,no,yes,,
A10,imazethapyr,1x,4,9,1,yes,Trempealeau,yes,yes,no,yes,,
A10,imazethapyr,1x,5,8,1,yes,Trempealeau,yes,yes,no,yes,,
A10,imazethapyr,1x,6,9,1,yes,Trempealeau,yes,yes,no,yes,,
A10,imazethapyr,1x,7,9,1,yes,Trempealeau,yes,yes,no,yes,,
A10,imazethapyr,1x,8,9,1,yes,Trempealeau,yes,yes,no,yes,,
A11,imazethapyr,1x,1,9,1,yes,Vernon,yes,yes,yes,yes,,
A11,imazethapyr,1x,2,8,1,yes,Vernon,yes,yes,yes,yes,,
A11,imazethapyr,1x,3,9,1,yes,Vernon,yes,yes,yes,yes,,
A11,imazethapyr,1x,4,9,1,yes,Vernon,yes,yes,yes,yes,,
A11,imazethapyr,1x,5,9,1,yes,Vernon,yes,yes,yes,yes,,
A11,imazethapyr,1x,6,9,1,yes,Vernon,yes,yes,yes,yes,,
A11,imazethapyr,1x,7,9,1,yes,Vernon,yes,yes,yes,yes,,
A11,imazethapyr,1x,8,9,1,yes,Vernon,yes,yes,yes,yes,,
A12,imazethapyr,1x,1,9,1,yes,Trempealeau,yes,yes,no,no,,
A12,imazethapyr,1x,2,9,1,yes,Trempealeau,yes,yes,no,no,,
A12,imazethapyr,1x,3,9,1,yes,Trempealeau,yes,yes,no,no,,
A12,imazethapyr,1x,4,9,1,yes,Trempealeau,yes,yes,no,no,,
A12,imazethapyr,1x,5,9,1,yes,Trempealeau,yes,yes,no,no,,
A12,imazethapyr,1x,6,9,1,yes,Trempealeau,yes,yes,no,no,,
A12,imazethapyr,1x,7,9,1,yes,Trempealeau,yes,yes,no,no,,
A12,imazethapyr,1x,8,9,1,yes,Trempealeau,yes,yes,no,no,,
A13,imazethapyr,1x,1,9,1,yes,Found du Lac,yes,no,no,yes,,
A13,imazethapyr,1x,2,9,1,yes,Found du Lac,yes,no,no,yes,,
A13,imazethapyr,1x,3,9,1,yes,Found du Lac,yes,no,no,yes,,
A13,imazethapyr,1x,4,9,1,yes,Found du Lac,yes,no,no,yes,,
A13,imazethapyr,1x,5,3,0,no,Found du Lac,yes,no,no,yes,,
A13,imazethapyr,1x,6,4,0,no,Found du Lac,yes,no,no,yes,,
A13,imazethapyr,1x,7,9,1,yes,Found du Lac,yes,no,no,yes,,
A13,imazethapyr,1x,8,3,0,no,Found du Lac,yes,no,no,yes,,
A14,imazethapyr,1x,1,7,1,yes,Dodge,yes,yes,yes,yes,,
A14,imazethapyr,1x,2,1,0,no,Dodge,yes,yes,yes,yes,,
A14,imazethapyr,1x,3,7,1,yes,Dodge,yes,yes,yes,yes,,
A14,imazethapyr,1x,4,4,0,no,Dodge,yes,yes,yes,yes,,
A14,imazethapyr,1x,5,3,0,no,Dodge,yes,yes,yes,yes,,
A14,imazethapyr,1x,6,8,1,yes,Dodge,yes,yes,yes,yes,,
A14,imazethapyr,1x,7,3,0,no,Dodge,yes,yes,yes,yes,,
A14,imazethapyr,1x,8,3,0,no,Dodge,yes,yes,yes,yes,,
A15,imazethapyr,1x,1,9,1,yes,Rock,yes,no,no,no,,
A15,imazethapyr,1x,2,9,1,yes,Rock,yes,no,no,no,,
A15,imazethapyr,1x,3,9,1,yes,Rock,yes,no,no,no,,
A15,imazethapyr,1x,4,9,1,yes,Rock,yes,no,no,no,,
A15,imazethapyr,1x,5,9,1,yes,Rock,yes,no,no,no,,
A15,imazethapyr,1x,6,9,1,yes,Rock,yes,no,no,no,,
A15,imazethapyr,1x,7,9,1,yes,Rock,yes,no,no,no,,
A15,imazethapyr,1x,8,9,1,yes,Rock,yes,no,no,no,,
A17,imazethapyr,1x,1,9,1,yes,Outagamie,yes,yes,no,yes,,
A18,imazethapyr,1x,1,7,1,yes,Winnebago,yes,no,no,no,,
A18,imazethapyr,1x,2,8,1,yes,Winnebago,yes,no,no,no,,
A18,imazethapyr,1x,3,1,0,no,Winnebago,yes,no,no,no,,
A18,imazethapyr,1x,4,3,0,no,Winnebago,yes,no,no,no,,
A18,imazethapyr,1x,5,7,1,yes,Winnebago,yes,no,no,no,,
A18,imazethapyr,1x,6,1,0,no,Winnebago,yes,no,no,no,,
A18,imazethapyr,1x,7,9,1,yes,Winnebago,yes,no,no,no,,
A18,imazethapyr,1x,8,1,0,no,Winnebago,yes,no,no,no,,
A19,imazethapyr,1x,1,2,0,no,Calumet,yes,yes,no,yes,,
A19,imazethapyr,1x,2,9,1,yes,Calumet,yes,yes,no,yes,,
A19,imazethapyr,1x,3,9,1,yes,Calumet,yes,yes,no,yes,,
A19,imazethapyr,1x,4,8,1,yes,Calumet,yes,yes,no,yes,,
A19,imazethapyr,1x,5,9,1,yes,Calumet,yes,yes,no,yes,,
A19,imazethapyr,1x,6,9,1,yes,Calumet,yes,yes,no,yes,,
A19,imazethapyr,1x,7,9,1,yes,Calumet,yes,yes,no,yes,,
A19,imazethapyr,1x,8,9,1,yes,Calumet,yes,yes,no,yes,,
A20,imazethapyr,1x,1,3,0,no,Brown,yes,yes,yes,no,,
A20,imazethapyr,1x,2,9,1,yes,Brown,yes,yes,yes,no,,
A20,imazethapyr,1x,3,9,1,yes,Brown,yes,yes,yes,no,,
A20,imazethapyr,1x,4,9,1,yes,Brown,yes,yes,yes,no,,
A20,imazethapyr,1x,5,9,1,yes,Brown,yes,yes,yes,no,,
A20,imazethapyr,1x,6,8,1,yes,Brown,yes,yes,yes,no,,
A20,imazethapyr,1x,7,1,0,no,Brown,yes,yes,yes,no,,
A20,imazethapyr,1x,8,9,1,yes,Brown,yes,yes,yes,no,,
A21,imazethapyr,1x,1,9,1,yes,Outagamie,yes,yes,no,no,,
A21,imazethapyr,1x,2,9,1,yes,Outagamie,yes,yes,no,no,,
A21,imazethapyr,1x,3,5,1,yes,Outagamie,yes,yes,no,no,,
A21,imazethapyr,1x,4,9,1,yes,Outagamie,yes,yes,no,no,,
A21,imazethapyr,1x,5,9,1,yes,Outagamie,yes,yes,no,no,,
A21,imazethapyr,1x,6,9,1,yes,Outagamie,yes,yes,no,no,,
A21,imazethapyr,1x,7,5,1,yes,Outagamie,yes,yes,no,no,,
A21,imazethapyr,1x,8,3,0,no,Outagamie,yes,yes,no,no,,
A22,imazethapyr,1x,1,9,1,yes,Outagamie,yes,yes,yes,yes,,
A22,imazethapyr,1x,2,1,0,no,Outagamie,yes,yes,yes,yes,,
A22,imazethapyr,1x,3,2,0,no,Outagamie,yes,yes,yes,yes,,
A22,imazethapyr,1x,4,9,1,yes,Outagamie,yes,yes,yes,yes,,
A22,imazethapyr,1x,5,9,1,yes,Outagamie,yes,yes,yes,yes,,
A22,imazethapyr,1x,6,9,1,yes,Outagamie,yes,yes,yes,yes,,
A22,imazethapyr,1x,7,8,1,yes,Outagamie,yes,yes,yes,yes,,
A22,imazethapyr,1x,8,9,1,yes,Outagamie,yes,yes,yes,yes,,
A23,imazethapyr,1x,1,9,1,yes,Dane,yes,yes,no,yes,,
A23,imazethapyr,1x,2,9,1,yes,Dane,yes,yes,no,yes,,
A23,imazethapyr,1x,3,9,1,yes,Dane,yes,yes,no,yes,,
A23,imazethapyr,1x,4,9,1,yes,Dane,yes,yes,no,yes,,
A23,imazethapyr,1x,5,4,0,no,Dane,yes,yes,no,yes,,
A23,imazethapyr,1x,6,9,1,yes,Dane,yes,yes,no,yes,,
A23,imazethapyr,1x,7,9,1,yes,Dane,yes,yes,no,yes,,
A23,imazethapyr,1x,8,4,0,no,Dane,yes,yes,no,yes,,
A24,imazethapyr,1x,1,9,1,yes,Brown,yes,yes,yes,no,,
A24,imazethapyr,1x,2,9,1,yes,Brown,yes,yes,yes,no,,
A24,imazethapyr,1x,3,9,1,yes,Brown,yes,yes,yes,no,,
A24,imazethapyr,1x,4,9,1,yes,Brown,yes,yes,yes,no,,
A24,imazethapyr,1x,5,9,1,yes,Brown,yes,yes,yes,no,,
A24,imazethapyr,1x,6,9,1,yes,Brown,yes,yes,yes,no,,
A24,imazethapyr,1x,7,9,1,yes,Brown,yes,yes,yes,no,,
A24,imazethapyr,1x,8,9,1,yes,Brown,yes,yes,yes,no,,
A25,imazethapyr,1x,1,9,1,yes,Outagamie,yes,yes,no,no,,
A25,imazethapyr,1x,2,1,0,no,Outagamie,yes,yes,no,no,,
A25,imazethapyr,1x,3,9,1,yes,Outagamie,yes,yes,no,no,,
A25,imazethapyr,1x,4,9,1,yes,Outagamie,yes,yes,no,no,,
A25,imazethapyr,1x,5,9,1,yes,Outagamie,yes,yes,no,no,,
A25,imazethapyr,1x,6,9,1,yes,Outagamie,yes,yes,no,no,,
A25,imazethapyr,1x,7,9,1,yes,Outagamie,yes,yes,no,no,,
A25,imazethapyr,1x,8,9,1,yes,Outagamie,yes,yes,no,no,,
A26,imazethapyr,1x,1,8,1,yes,Walworth,yes,yes,no,no,,
A26,imazethapyr,1x,2,7,1,yes,Walworth,yes,yes,no,no,,
A26,imazethapyr,1x,3,1,0,no,Walworth,yes,yes,no,no,,
A26,imazethapyr,1x,4,6,1,yes,Walworth,yes,yes,no,no,,
A26,imazethapyr,1x,5,8,1,yes,Walworth,yes,yes,no,no,,
A26,imazethapyr,1x,6,8,1,yes,Walworth,yes,yes,no,no,,
A26,imazethapyr,1x,7,8,1,yes,Walworth,yes,yes,no,no,,
A26,imazethapyr,1x,8,3,0,no,Walworth,yes,yes,no,no,,
A27,imazethapyr,1x,1,9,1,yes,Waukesha,yes,yes,no,no,,
A27,imazethapyr,1x,2,8,1,yes,Waukesha,yes,yes,no,no,,
A27,imazethapyr,1x,3,9,1,yes,Waukesha,yes,yes,no,no,,
A27,imazethapyr,1x,4,9,1,yes,Waukesha,yes,yes,no,no,,
A27,imazethapyr,1x,5,9,1,yes,Waukesha,yes,yes,no,no,,
A27,imazethapyr,1x,6,9,1,yes,Waukesha,yes,yes,no,no,,
A27,imazethapyr,1x,7,9,1,yes,Waukesha,yes,yes,no,no,,
A27,imazethapyr,1x,8,9,1,yes,Waukesha,yes,yes,no,no,,
A28,imazethapyr,1x,1,9,1,yes,Waukesha,yes,yes,no,no,,
A28,imazethapyr,1x,2,9,1,yes,Waukesha,yes,yes,no,no,,
A28,imazethapyr,1x,3,9,1,yes,Waukesha,yes,yes,no,no,,
A28,imazethapyr,1x,4,4,0,no,Waukesha,yes,yes,no,no,,
A28,imazethapyr,1x,5,9,1,yes,Waukesha,yes,yes,no,no,,
A28,imazethapyr,1x,6,4,0,no,Waukesha,yes,yes,no,no,,
A28,imazethapyr,1x,7,9,1,yes,Waukesha,yes,yes,no,no,,
A28,imazethapyr,1x,8,9,1,yes,Waukesha,yes,yes,no,no,,
A30,imazethapyr,1x,1,7,1,yes,Door,yes,yes,yes,no,,
A30,imazethapyr,1x,2,9,1,yes,Door,yes,yes,yes,no,,
A30,imazethapyr,1x,3,5,1,yes,Door,yes,yes,yes,no,,
A30,imazethapyr,1x,4,9,1,yes,Door,yes,yes,yes,no,,
A30,imazethapyr,1x,5,4,0,no,Door,yes,yes,yes,no,,
A30,imazethapyr,1x,6,9,1,yes,Door,yes,yes,yes,no,,
A30,imazethapyr,1x,7,9,1,yes,Door,yes,yes,yes,no,,
A30,imazethapyr,1x,8,5,1,yes,Door,yes,yes,yes,no,,
A31,imazethapyr,1x,1,7,1,yes,Door,yes,yes,yes,no,,
A31,imazethapyr,1x,2,8,1,yes,Door,yes,yes,yes,no,,
A31,imazethapyr,1x,3,9,1,yes,Door,yes,yes,yes,no,,
A31,imazethapyr,1x,4,5,1,yes,Door,yes,yes,yes,no,,
A31,imazethapyr,1x,5,9,1,yes,Door,yes,yes,yes,no,,
A31,imazethapyr,1x,6,2,0,no,Door,yes,yes,yes,no,,
A31,imazethapyr,1x,7,2,0,no,Door,yes,yes,yes,no,,
A31,imazethapyr,1x,8,8,1,yes,Door,yes,yes,yes,no,,
A32,imazethapyr,1x,1,9,1,yes,Door,yes,yes,no,no,,
A32,imazethapyr,1x,2,9,1,yes,Door,yes,yes,no,no,,
A32,imazethapyr,1x,3,9,1,yes,Door,yes,yes,no,no,,
A32,imazethapyr,1x,4,9,1,yes,Door,yes,yes,no,no,,
A32,imazethapyr,1x,5,9,1,yes,Door,yes,yes,no,no,,
A32,imazethapyr,1x,6,9,1,yes,Door,yes,yes,no,no,,
A32,imazethapyr,1x,7,9,1,yes,Door,yes,yes,no,no,,
A32,imazethapyr,1x,8,9,1,yes,Door,yes,yes,no,no,,
A33,imazethapyr,1x,1,9,1,yes,Calumet,yes,no,no,no,,
A33,imazethapyr,1x,2,3,0,no,Calumet,yes,no,no,no,,
A33,imazethapyr,1x,3,9,1,yes,Calumet,yes,no,no,no,,
A33,imazethapyr,1x,4,9,1,yes,Calumet,yes,no,no,no,,
A33,imazethapyr,1x,5,9,1,yes,Calumet,yes,no,no,no,,
A33,imazethapyr,1x,6,9,1,yes,Calumet,yes,no,no,no,,
A33,imazethapyr,1x,7,9,1,yes,Calumet,yes,no,no,no,,
A33,imazethapyr,1x,8,4,0,no,Calumet,yes,no,no,no,,
A34,imazethapyr,1x,1,3,0,no,Manitowoc,yes,yes,no,no,,
A34,imazethapyr,1x,2,9,1,yes,Manitowoc,yes,yes,no,no,,
A34,imazethapyr,1x,3,9,1,yes,Manitowoc,yes,yes,no,no,,
A34,imazethapyr,1x,4,2,0,no,Manitowoc,yes,yes,no,no,,
A34,imazethapyr,1x,5,9,1,yes,Manitowoc,yes,yes,no,no,,
A34,imazethapyr,1x,6,8,1,yes,Manitowoc,yes,yes,no,no,,
A34,imazethapyr,1x,7,9,1,yes,Manitowoc,yes,yes,no,no,,
A34,imazethapyr,1x,8,6,1,yes,Manitowoc,yes,yes,no,no,,
A35,imazethapyr,1x,1,3,0,no,Calumet,yes,yes,no,no,,
A35,imazethapyr,1x,2,9,1,yes,Calumet,yes,yes,no,no,,
A35,imazethapyr,1x,3,9,1,yes,Calumet,yes,yes,no,no,,
A35,imazethapyr,1x,4,2,0,no,Calumet,yes,yes,no,no,,
A35,imazethapyr,1x,5,9,1,yes,Calumet,yes,yes,no,no,,
A35,imazethapyr,1x,6,7,1,yes,Calumet,yes,yes,no,no,,
A35,imazethapyr,1x,7,4,0,no,Calumet,yes,yes,no,no,,
A35,imazethapyr,1x,8,9,1,yes,Calumet,yes,yes,no,no,,
A36,imazethapyr,1x,1,9,1,yes,Calumet,yes,yes,no,no,,
A36,imazethapyr,1x,2,9,1,yes,Calumet,yes,yes,no,no,,
A36,imazethapyr,1x,3,3,0,no,Calumet,yes,yes,no,no,,
A36,imazethapyr,1x,4,9,1,yes,Calumet,yes,yes,no,no,,
A36,imazethapyr,1x,5,9,1,yes,Calumet,yes,yes,no,no,,
A36,imazethapyr,1x,6,9,1,yes,Calumet,yes,yes,no,no,,
A36,imazethapyr,1x,7,9,1,yes,Calumet,yes,yes,no,no,,
A36,imazethapyr,1x,8,9,1,yes,Calumet,yes,yes,no,no,,
A37,imazethapyr,1x,1,9,1,yes,Columbia,yes,no,no,no,,
A37,imazethapyr,1x,2,9,1,yes,Columbia,yes,no,no,no,,
A37,imazethapyr,1x,3,9,1,yes,Columbia,yes,no,no,no,,
A37,imazethapyr,1x,4,9,1,yes,Columbia,yes,no,no,no,,
A37,imazethapyr,1x,5,9,1,yes,Columbia,yes,no,no,no,,
A37,imazethapyr,1x,6,9,1,yes,Columbia,yes,no,no,no,,
A37,imazethapyr,1x,7,2,0,no,Columbia,yes,no,no,no,,
A37,imazethapyr,1x,8,9,1,yes,Columbia,yes,no,no,no,,
A38,imazethapyr,1x,1,8,1,yes,Sheboygan,yes,yes,no,no,,
A38,imazethapyr,1x,2,9,1,yes,Sheboygan,yes,yes,no,no,,
A38,imazethapyr,1x,3,8,1,yes,Sheboygan,yes,yes,no,no,,
A38,imazethapyr,1x,4,9,1,yes,Sheboygan,yes,yes,no,no,,
A38,imazethapyr,1x,5,9,1,yes,Sheboygan,yes,yes,no,no,,
A38,imazethapyr,1x,6,9,1,yes,Sheboygan,yes,yes,no,no,,
A38,imazethapyr,1x,7,8,1,yes,Sheboygan,yes,yes,no,no,,
A38,imazethapyr,1x,8,3,0,no,Sheboygan,yes,yes,no,no,,
A39,imazethapyr,1x,1,1,0,no,Sheboygan,yes,no,no,no,,
A39,imazethapyr,1x,2,8,1,yes,Sheboygan,yes,no,no,no,,
A39,imazethapyr,1x,3,1,0,no,Sheboygan,yes,no,no,no,,
A39,imazethapyr,1x,4,1,0,no,Sheboygan,yes,no,no,no,,
A39,imazethapyr,1x,5,1,0,no,Sheboygan,yes,no,no,no,,
A39,imazethapyr,1x,6,9,1,yes,Sheboygan,yes,no,no,no,,
A39,imazethapyr,1x,7,8,1,yes,Sheboygan,yes,no,no,no,,
A39,imazethapyr,1x,8,9,1,yes,Sheboygan,yes,no,no,no,,
A40,imazethapyr,1x,1,8,1,yes,Rock,yes,yes,no,yes,,
A40,imazethapyr,1x,2,9,1,yes,Rock,yes,yes,no,yes,,
A40,imazethapyr,1x,3,9,1,yes,Rock,yes,yes,no,yes,,
A40,imazethapyr,1x,4,9,1,yes,Rock,yes,yes,no,yes,,
A40,imazethapyr,1x,5,8,1,yes,Rock,yes,yes,no,yes,,
A40,imazethapyr,1x,6,9,1,yes,Rock,yes,yes,no,yes,,
A40,imazethapyr,1x,7,3,0,no,Rock,yes,yes,no,yes,,
A40,imazethapyr,1x,8,4,0,no,Rock,yes,yes,no,yes,,
A41,imazethapyr,1x,1,9,1,yes,Brown,yes,yes,no,no,,
A41,imazethapyr,1x,2,4,0,no,Brown,yes,yes,no,no,,
A41,imazethapyr,1x,3,8,1,yes,Brown,yes,yes,no,no,,
A41,imazethapyr,1x,4,9,1,yes,Brown,yes,yes,no,no,,
A41,imazethapyr,1x,5,9,1,yes,Brown,yes,yes,no,no,,
A41,imazethapyr,1x,6,9,1,yes,Brown,yes,yes,no,no,,
A41,imazethapyr,1x,7,9,1,yes,Brown,yes,yes,no,no,,
A41,imazethapyr,1x,8,5,1,yes,Brown,yes,yes,no,no,,
A44,imazethapyr,1x,1,9,1,yes,Rock,yes,yes,no,no,,
A44,imazethapyr,1x,2,9,1,yes,Rock,yes,yes,no,no,,
A44,imazethapyr,1x,3,9,1,yes,Rock,yes,yes,no,no,,
A44,imazethapyr,1x,4,9,1,yes,Rock,yes,yes,no,no,,
A44,imazethapyr,1x,5,3,0,no,Rock,yes,yes,no,no,,
A44,imazethapyr,1x,6,9,1,yes,Rock,yes,yes,no,no,,
A44,imazethapyr,1x,7,9,1,yes,Rock,yes,yes,no,no,,
A44,imazethapyr,1x,8,9,1,yes,Rock,yes,yes,no,no,,
A45,imazethapyr,1x,1,9,1,yes,Green,yes,yes,no,no,,
A45,imazethapyr,1x,2,9,1,yes,Green,yes,yes,no,no,,
A45,imazethapyr,1x,3,9,1,yes,Green,yes,yes,no,no,,
A45,imazethapyr,1x,4,9,1,yes,Green,yes,yes,no,no,,
A45,imazethapyr,1x,5,9,1,yes,Green,yes,yes,no,no,,
A45,imazethapyr,1x,6,9,1,yes,Green,yes,yes,no,no,,
A45,imazethapyr,1x,7,9,1,yes,Green,yes,yes,no,no,,
A45,imazethapyr,1x,8,9,1,yes,Green,yes,yes,no,no,,
A47,imazethapyr,1x,1,7,1,yes,Green,yes,no,no,no,,
A47,imazethapyr,1x,2,9,1,yes,Green,yes,no,no,no,,
A47,imazethapyr,1x,3,9,1,yes,Green,yes,no,no,no,,
A47,imazethapyr,1x,4,9,1,yes,Green,yes,no,no,no,,
A47,imazethapyr,1x,5,9,1,yes,Green,yes,no,no,no,,
A47,imazethapyr,1x,6,9,1,yes,Green,yes,no,no,no,,
A47,imazethapyr,1x,7,9,1,yes,Green,yes,no,no,no,,
A47,imazethapyr,1x,8,9,1,yes,Green,yes,no,no,no,,
A51,imazethapyr,1x,1,9,1,yes,Dane,yes,yes,no,yes,,
A51,imazethapyr,1x,2,9,1,yes,Dane,yes,yes,no,yes,,
A51,imazethapyr,1x,3,9,1,yes,Dane,yes,yes,no,yes,,
A51,imazethapyr,1x,4,9,1,yes,Dane,yes,yes,no,yes,,
A51,imazethapyr,1x,5,9,1,yes,Dane,yes,yes,no,yes,,
A51,imazethapyr,1x,6,9,1,yes,Dane,yes,yes,no,yes,,
A51,imazethapyr,1x,7,9,1,yes,Dane,yes,yes,no,yes,,
A51,imazethapyr,1x,8,9,1,yes,Dane,yes,yes,no,yes,,
A52,imazethapyr,1x,1,9,1,yes,Green,yes,yes,no,yes,,
A52,imazethapyr,1x,2,3,0,no,Green,yes,yes,no,yes,,
A52,imazethapyr,1x,3,9,1,yes,Green,yes,yes,no,yes,,
A52,imazethapyr,1x,4,9,1,yes,Green,yes,yes,no,yes,,
A52,imazethapyr,1x,5,2,0,no,Green,yes,yes,no,yes,,
A52,imazethapyr,1x,6,1,0,no,Green,yes,yes,no,yes,,
A52,imazethapyr,1x,7,9,1,yes,Green,yes,yes,no,yes,,
A52,imazethapyr,1x,8,9,1,yes,Green,yes,yes,no,yes,,
A53,imazethapyr,1x,1,9,1,yes,Rock,yes,yes,yes,no,,
A53,imazethapyr,1x,2,3,0,no,Rock,yes,yes,yes,no,,
A53,imazethapyr,1x,3,5,1,yes,Rock,yes,yes,yes,no,,
A53,imazethapyr,1x,4,9,1,yes,Rock,yes,yes,yes,no,,
A53,imazethapyr,1x,5,9,1,yes,Rock,yes,yes,yes,no,,
A53,imazethapyr,1x,6,9,1,yes,Rock,yes,yes,yes,no,,
A53,imazethapyr,1x,7,8,1,yes,Rock,yes,yes,yes,no,,
A53,imazethapyr,1x,8,4,0,no,Rock,yes,yes,yes,no,,
A55,imazethapyr,1x,1,9,1,yes,Rock,yes,yes,no,yes,,
A55,imazethapyr,1x,2,9,1,yes,Rock,yes,yes,no,yes,,
A55,imazethapyr,1x,3,9,1,yes,Rock,yes,yes,no,yes,,
A55,imazethapyr,1x,4,9,1,yes,Rock,yes,yes,no,yes,,
A55,imazethapyr,1x,5,9,1,yes,Rock,yes,yes,no,yes,,
A55,imazethapyr,1x,6,9,1,yes,Rock,yes,yes,no,yes,,
A55,imazethapyr,1x,7,9,1,yes,Rock,yes,yes,no,yes,,
A55,imazethapyr,1x,8,9,1,yes,Rock,yes,yes,no,yes,,
A56,imazethapyr,1x,1,7,1,yes,Rock,yes,no,no,yes,,
A56,imazethapyr,1x,2,9,1,yes,Rock,yes,no,no,yes,,
A56,imazethapyr,1x,3,9,1,yes,Rock,yes,no,no,yes,,
A56,imazethapyr,1x,4,9,1,yes,Rock,yes,no,no,yes,,
A56,imazethapyr,1x,5,9,1,yes,Rock,yes,no,no,yes,,
A56,imazethapyr,1x,6,9,1,yes,Rock,yes,no,no,yes,,
A56,imazethapyr,1x,7,9,1,yes,Rock,yes,no,no,yes,,
A56,imazethapyr,1x,8,9,1,yes,Rock,yes,no,no,yes,,
A57,imazethapyr,1x,1,9,1,yes,Rock,yes,yes,no,yes,,
A57,imazethapyr,1x,2,9,1,yes,Rock,yes,yes,no,yes,,
A57,imazethapyr,1x,3,9,1,yes,Rock,yes,yes,no,yes,,
A57,imazethapyr,1x,4,9,1,yes,Rock,yes,yes,no,yes,,
A57,imazethapyr,1x,5,3,0,no,Rock,yes,yes,no,yes,,
A57,imazethapyr,1x,6,7,1,yes,Rock,yes,yes,no,yes,,
A57,imazethapyr,1x,7,9,1,yes,Rock,yes,yes,no,yes,,
A57,imazethapyr,1x,8,8,1,yes,Rock,yes,yes,no,yes,,
A58,imazethapyr,1x,1,4,0,no,Rock,yes,yes,no,no,,
A58,imazethapyr,1x,2,4,0,no,Rock,yes,yes,no,no,,
A58,imazethapyr,1x,3,5,1,yes,Rock,yes,yes,no,no,,
A58,imazethapyr,1x,4,9,1,yes,Rock,yes,yes,no,no,,
A58,imazethapyr,1x,5,3,0,no,Rock,yes,yes,no,no,,
A58,imazethapyr,1x,6,9,1,yes,Rock,yes,yes,no,no,,
A58,imazethapyr,1x,7,8,1,yes,Rock,yes,yes,no,no,,
A58,imazethapyr,1x,8,3,0,no,Rock,yes,yes,no,no,,
A59,imazethapyr,1x,1,8,1,yes,Green,yes,yes,no,yes,,
A59,imazethapyr,1x,2,9,1,yes,Green,yes,yes,no,yes,,
A59,imazethapyr,1x,3,7,1,yes,Green,yes,yes,no,yes,,
A59,imazethapyr,1x,4,4,0,no,Green,yes,yes,no,yes,,
A59,imazethapyr,1x,5,3,0,no,Green,yes,yes,no,yes,,
