run,pop,herb,order,rate,rep,count,biomass
2,A39,control,1,0.5x,4,7,0.4962
2,A39,control,1,1x,1,59,2.0067
2,A39,control,1,1x,2,59,1.4149
2,A39,control,1,1x,3,74,1.5977
2,A39,control,1,1x,4,7,0.4962
2,A39,control,1,3x,1,59,2.0067
2,A39,control,1,3x,2,59,1.4149
2,A39,control,1,3x,3,74,1.5977
2,A39,control,1,3x,4,7,0.4962
2,A39,fomesafen,3,0.5x,1,0,0
2,A39,fomesafen,3,0.5x,2,1,0.0173
2,A39,fomesafen,3,0.5x,3,0,0
2,A39,fomesafen,3,0.5x,4,0,0
2,A39,s-metolachlor,5,0.5x,1,0,0
2,A39,s-metolachlor,5,0.5x,2,0,0
2,A39,s-metolachlor,5,0.5x,3,0,0
2,A39,s-metolachlor,5,0.5x,4,0,0
2,A39,mesotrione,6,0.5x,1,2,0.0252
2,A39,mesotrione,6,0.5x,2,0,0
2,A39,mesotrione,6,0.5x,3,0,0
2,A39,mesotrione,6,0.5x,4,0,0
2,A39,fomesafen,3,1x,1,0,0
2,A39,fomesafen,3,1x,2,0,0
2,A39,fomesafen,3,1x,3,0,0
2,A39,fomesafen,3,1x,4,0,0
2,A39,s-metolachlor,5,1x,1,0,0
2,A39,s-metolachlor,5,1x,2,0,0
2,A39,s-metolachlor,5,1x,3,0,0
2,A39,s-metolachlor,5,1x,4,0,0
2,A39,mesotrione,6,1x,1,0,0
2,A39,mesotrione,6,1x,2,0,0
2,A39,mesotrione,6,1x,3,0,0
2,A39,mesotrione,6,1x,4,0,0
2,A39,fomesafen,3,3x,1,0,0
2,A39,fomesafen,3,3x,2,0,0
2,A39,fomesafen,3,3x,3,0,0
2,A39,fomesafen,3,3x,4,0,0
2,A39,s-metolachlor,5,3x,1,0,0
2,A39,s-metolachlor,5,3x,2,0,0
2,A39,s-metolachlor,5,3x,3,0,0
2,A39,s-metolachlor,5,3x,4,0,0
2,A39,mesotrione,6,3x,1,0,0
2,A39,mesotrione,6,3x,2,0,0
2,A39,mesotrione,6,3x,3,0,0
2,A39,mesotrione,6,3x,4,0,0
2,A41,control,1,0.5x,1,43,1.1172
2,A41,control,1,0.5x,2,49,0.9527
2,A41,control,1,0.5x,3,12,1.1161
2,A41,control,1,0.5x,4,17,1.6609
2,A41,control,1,1x,1,43,1.1172
2,A41,control,1,1x,2,49,0.9527
2,A41,control,1,1x,3,12,1.1161
2,A41,control,1,1x,4,17,1.6609
2,A41,control,1,3x,1,43,1.1172
2,A41,control,1,3x,2,49,0.9527
2,A41,control,1,3x,3,12,1.1161
2,A41,control,1,3x,4,17,1.6609
2,A41,fomesafen,3,0.5x,1,2,0.026
2,A41,fomesafen,3,0.5x,2,0,0
2,A41,fomesafen,3,0.5x,3,0,0
2,A41,fomesafen,3,0.5x,4,0,0
2,A41,s-metolachlor,5,0.5x,1,0,0
2,A41,s-metolachlor,5,0.5x,2,0,0
2,A41,s-metolachlor,5,0.5x,3,0,0
2,A41,s-metolachlor,5,0.5x,4,0,0
2,A41,mesotrione,6,0.5x,1,0,0
2,A41,mesotrione,6,0.5x,2,0,0
2,A41,mesotrione,6,0.5x,3,0,0
2,A41,mesotrione,6,0.5x,4,0,0
2,A41,fomesafen,3,1x,1,0,0
2,A41,fomesafen,3,1x,2,0,0
2,A41,fomesafen,3,1x,3,0,0
2,A41,fomesafen,3,1x,4,0,0
2,A41,s-metolachlor,5,1x,1,0,0
2,A41,s-metolachlor,5,1x,2,0,0
2,A41,s-metolachlor,5,1x,3,0,0
2,A41,s-metolachlor,5,1x,4,0,0
2,A41,mesotrione,6,1x,1,0,0
2,A41,mesotrione,6,1x,2,0,0
2,A41,mesotrione,6,1x,3,0,0
2,A41,mesotrione,6,1x,4,0,0
2,A41,fomesafen,3,3x,1,0,0
2,A41,fomesafen,3,3x,2,0,0
2,A41,fomesafen,3,3x,3,0,0
2,A41,fomesafen,3,3x,4,0,0
2,A41,s-metolachlor,5,3x,1,0,0
2,A41,s-metolachlor,5,3x,2,0,0
2,A41,s-metolachlor,5,3x,3,0,0
2,A41,s-metolachlor,5,3x,4,0,0
2,A41,mesotrione,6,3x,1,0,0
2,A41,mesotrione,6,3x,2,0,0
2,A41,mesotrione,6,3x,3,0,0
2,A41,mesotrione,6,3x,4,0,0
2,A44,control,1,0.5x,1,29,1.9264
2,A44,control,1,0.5x,2,16,0.8549
2,A44,control,1,0.5x,3,58,1.1021
2,A44,control,1,0.5x,4,50,1.1859
2,A44,control,1,1x,1,29,1.9264
2,A44,control,1,1x,2,16,0.8549
2,A44,control,1,1x,3,58,1.1021
2,A44,control,1,1x,4,50,1.1859
2,A44,control,1,3x,1,29,1.9264
2,A44,control,1,3x,2,16,0.8549
2,A44,control,1,3x,3,58,1.1021
2,A44,control,1,3x,4,50,1.1859
2,A44,fomesafen,3,0.5x,1,2,0.0351
2,A44,fomesafen,3,0.5x,2,2,0.1002
2,A44,fomesafen,3,0.5x,3,9,0.309
2,A44,fomesafen,3,0.5x,4,8,0.2394
2,A44,s-metolachlor,5,0.5x,1,0,0
2,A44,s-metolachlor,5,0.5x,2,0,0
2,A44,s-metolachlor,5,0.5x,3,0,0
2,A44,s-metolachlor,5,0.5x,4,0,0
2,A44,mesotrione,6,0.5x,1,0,0
2,A44,mesotrione,6,0.5x,2,0,0
2,A44,mesotrione,6,0.5x,3,0,0
2,A44,mesotrione,6,0.5x,4,0,0
2,A44,fomesafen,3,1x,1,1,0.0065
2,A44,fomesafen,3,1x,2,0,0
2,A44,fomesafen,3,1x,3,0,0
2,A44,fomesafen,3,1x,4,1,0.0176
2,A44,s-metolachlor,5,1x,1,0,0
2,A44,s-metolachlor,5,1x,2,0,0
2,A44,s-metolachlor,5,1x,3,0,0
2,A44,s-metolachlor,5,1x,4,0,0
2,A44,mesotrione,6,1x,1,0,0
2,A44,mesotrione,6,1x,2,0,0
2,A44,mesotrione,6,1x,3,0,0
2,A44,mesotrione,6,1x,4,0,0
2,A44,fomesafen,3,3x,1,0,0
2,A44,fomesafen,3,3x,2,0,0
2,A44,fomesafen,3,3x,3,0,0
2,A44,fomesafen,3,3x,4,0,0
2,A44,s-metolachlor,5,3x,1,0,0
2,A44,s-metolachlor,5,3x,2,0,0
2,A44,s-metolachlor,5,3x,3,0,0
2,A44,s-metolachlor,5,3x,4,0,0
2,A44,mesotrione,6,3x,1,0,0
2,A44,mesotrione,6,3x,2,0,0
2,A44,mesotrione,6,3x,3,0,0
2,A44,mesotrione,6,3x,4,0,0
2,A45,control,1,0.5x,1,52,1.146
2,A45,control,1,0.5x,2,13,0.6586
2,A45,control,1,0.5x,3,15,0.5026
2,A45,control,1,0.5x,4,33,0.565
2,A45,control,1,1x,1,52,1.146
2,A45,control,1,1x,2,13,0.6586
2,A45,control,1,1x,3,15,0.5026
2,A45,control,1,1x,4,33,0.565
2,A45,control,1,3x,1,52,1.146
2,A45,control,1,3x,2,13,0.6586
2,A45,control,1,3x,3,15,0.5026
2,A45,control,1,3x,4,33,0.565
2,A45,fomesafen,3,0.5x,1,0,0
2,A45,fomesafen,3,0.5x,2,0,0
2,A45,fomesafen,3,0.5x,3,0,0
2,A45,fomesafen,3,0.5x,4,1,0.0014
2,A45,s-metolachlor,5,0.5x,1,0,0
2,A45,s-metolachlor,5,0.5x,2,0,0
2,A45,s-metolachlor,5,0.5x,3,0,0
2,A45,s-metolachlor,5,0.5x,4,0,0
2,A45,mesotrione,6,0.5x,1,0,0
2,A45,mesotrione,6,0.5x,2,0,0
2,A45,mesotrione,6,0.5x,3,0,0
2,A45,mesotrione,6,0.5x,4,0,0
2,A45,fomesafen,3,1x,1,0,0
2,A45,fomesafen,3,1x,2,0,0
2,A45,fomesafen,3,1x,3,0,0
2,A45,fomesafen,3,1x,4,0,0
2,A45,s-metolachlor,5,1x,1,0,0
2,A45,s-metolachlor,5,1x,2,0,0
2,A45,s-metolachlor,5,1x,3,0,0
2,A45,s-metolachlor,5,1x,4,0,0
2,A45,mesotrione,6,1x,1,0,0
2,A45,mesotrione,6,1x,2,0,0
2,A45,mesotrione,6,1x,3,0,0
2,A45,mesotrione,6,1x,4,0,0
2,A45,fomesafen,3,3x,1,0,0
2,A45,fomesafen,3,3x,2,0,0
2,A45,fomesafen,3,3x,3,0,0
2,A45,fomesafen,3,3x,4,0,0
2,A45,s-metolachlor,5,3x,1,0,0
2,A45,s-metolachlor,5,3x,2,0,0
2,A45,s-metolachlor,5,3x,3,0,0
2,A45,s-metolachlor,5,3x,4,0,0
2,A45,mesotrione,6,3x,1,0,0
2,A45,mesotrione,6,3x,2,0,0
2,A45,mesotrione,6,3x,3,0,0
2,A45,mesotrione,6,3x,4,0,0
2,A47,control,1,0.5x,1,7,1.2736
2,A47,control,1,0.5x,2,9,0.6125
2,A47,control,1,0.5x,3,16,1.0813
2,A47,control,1,0.5x,4,23,1.2263
2,A47,control,1,1x,1,7,1.2736
2,A47,control,1,1x,2,9,0.6125
2,A47,control,1,1x,3,16,1.0813
2,A47,control,1,1x,4,23,1.2263
2,A47,control,1,3x,1,7,1.2736
2,A47,control,1,3x,2,9,0.6125
2,A47,control,1,3x,3,16,1.0813
2,A47,control,1,3x,4,23,1.2263
2,A47,fomesafen,3,0.5x,1,2,0.0744
2,A47,fomesafen,3,0.5x,2,0,0
2,A47,fomesafen,3,0.5x,3,0,0
2,A47,fomesafen,3,0.5x,4,0,0
2,A47,s-metolachlor,5,0.5x,1,0,0
2,A47,s-metolachlor,5,0.5x,2,0,0
2,A47,s-metolachlor,5,0.5x,3,0,0
2,A47,s-metolachlor,5,0.5x,4,0,0
2,A47,mesotrione,6,0.5x,1,0,0
2,A47,mesotrione,6,0.5x,2,0,0
2,A47,mesotrione,6,0.5x,3,0,0
2,A47,mesotrione,6,0.5x,4,0,0
2,A47,fomesafen,3,1x,1,0,0
2,A47,fomesafen,3,1x,2,0,0
2,A47,fomesafen,3,1x,3,0,0
2,A47,fomesafen,3,1x,4,0,0
2,A47,s-metolachlor,5,1x,1,0,0
2,A47,s-metolachlor,5,1x,2,0,0
2,A47,s-metolachlor,5,1x,3,0,0
2,A47,s-metolachlor,5,1x,4,0,0
2,A47,mesotrione,6,1x,1,0,0
2,A47,mesotrione,6,1x,2,0,0
2,A47,mesotrione,6,1x,3,0,0
2,A47,mesotrione,6,1x,4,0,0
2,A47,fomesafen,3,3x,1,0,0
2,A47,fomesafen,3,3x,2,0,0
2,A47,fomesafen,3,3x,3,0,0
2,A47,fomesafen,3,3x,4,0,0
2,A47,s-metolachlor,5,3x,1,0,0
2,A47,s-metolachlor,5,3x,2,0,0
2,A47,s-metolachlor,5,3x,3,0,0
2,A47,s-metolachlor,5,3x,4,0,0
2,A47,mesotrione,6,3x,1,0,0
2,A47,mesotrione,6,3x,2,0,0
2,A47,mesotrione,6,3x,3,0,0
2,A47,mesotrione,6,3x,4,0,0
2,A57,control,1,0.5x,1,17,0.5948
2,A57,control,1,0.5x,2,10,1.3981
2,A57,control,1,0.5x,3,11,1.0629
2,A57,control,1,0.5x,4,23,0.988
2,A57,control,1,1x,1,17,0.5948
2,A57,control,1,1x,2,10,1.3981
2,A57,control,1,1x,3,11,1.0629
2,A57,control,1,1x,4,23,0.988
2,A57,control,1,3x,1,17,0.5948
2,A57,control,1,3x,2,10,1.3981
2,A57,control,1,3x,3,11,1.0629
2,A57,control,1,3x,4,23,0.988
2,A57,fomesafen,3,0.5x,1,1,0.3093
2,A57,fomesafen,3,0.5x,2,2,0.529
2,A57,fomesafen,3,0.5x,3,0,0
2,A57,fomesafen,3,0.5x,4,0,0
2,A57,s-metolachlor,5,0.5x,1,0,0
2,A57,s-metolachlor,5,0.5x,2,0,0
2,A57,s-metolachlor,5,0.5x,3,0,0
2,A57,s-metolachlor,5,0.5x,4,0,0
2,A57,mesotrione,6,0.5x,1,0,0
2,A57,mesotrione,6,0.5x,2,0,0
2,A57,mesotrione,6,0.5x,3,0,0
2,A57,mesotrione,6,0.5x,4,0,0
2,A57,fomesafen,3,1x,1,0,0
2,A57,fomesafen,3,1x,2,0,0
2,A57,fomesafen,3,1x,3,0,0
2,A57,fomesafen,3,1x,4,0,0
2,A57,s-metolachlor,5,1x,1,0,0
2,A57,s-metolachlor,5,1x,2,0,0
2,A57,s-metolachlor,5,1x,3,0,0
2,A57,s-metolachlor,5,1x,4,0,0
2,A57,mesotrione,6,1x,1,0,0
2,A57,mesotrione,6,1x,2,0,0
2,A57,mesotrione,6,1x,3,0,0
2,A57,mesotrione,6,1x,4,0,0
2,A57,fomesafen,3,3x,1,0,0
2,A57,fomesafen,3,3x,2,0,0
2,A57,fomesafen,3,3x,3,0,0
2,A57,fomesafen,3,3x,4,0,0
2,A57,s-metolachlor,5,3x,1,0,0
2,A57,s-metolachlor,5,3x,2,0,0
2,A57,s-metolachlor,5,3x,3,0,0
2,A57,s-metolachlor,5,3x,4,0,0
2,A57,mesotrione,6,3x,1,0,0
2,A57,mesotrione,6,3x,2,0,0
2,A57,mesotrione,6,3x,3,0,0
2,A57,mesotrione,6,3x,4,0,0
2,A65,control,1,0.5x,1,5,0.5837
2,A65,control,1,0.5x,2,15,1.6564
2,A65,control,1,0.5x,3,10,1.1343
2,A65,control,1,0.5x,4,7,0.7264
2,A65,control,1,1x,1,5,0.5837
2,A65,control,1,1x,2,15,1.6564
2,A65,control,1,1x,3,10,1.1343
2,A65,control,1,1x,4,7,0.7264
2,A65,control,1,3x,1,5,0.5837
2,A65,control,1,3x,2,15,1.6564
2,A65,control,1,3x,3,10,1.1343
2,A65,control,1,3x,4,7,0.7264
2,A65,fomesafen,3,0.5x,1,7,0.2761
2,A65,fomesafen,3,0.5x,2,2,0.048
2,A65,fomesafen,3,0.5x,3,1,0.3484
2,A65,fomesafen,3,0.5x,4,0,0
2,A65,s-metolachlor,5,0.5x,1,0,0
2,A65,s-metolachlor,5,0.5x,2,0,0
2,A65,s-metolachlor,5,0.5x,3,0,0
2,A65,s-metolachlor,5,0.5x,4,0,0
2,A65,mesotrione,6,0.5x,1,0,0
2,A65,mesotrione,6,0.5x,2,0,0
2,A65,mesotrione,6,0.5x,3,0,0
2,A65,mesotrione,6,0.5x,4,0,0
2,A65,fomesafen,3,1x,1,0,0
2,A65,fomesafen,3,1x,2,0,0
2,A65,fomesafen,3,1x,3,0,0
2,A65,fomesafen,3,1x,4,0,0
2,A65,s-metolachlor,5,1x,1,0,0
2,A65,s-metolachlor,5,1x,2,0,0
2,A65,s-metolachlor,5,1x,3,0,0
2,A65,s-metolachlor,5,1x,4,0,0
2,A65,mesotrione,6,1x,1,0,0
2,A65,mesotrione,6,1x,2,0,0
2,A65,mesotrione,6,1x,3,0,0
2,A65,mesotrione,6,1x,4,0,0
2,A65,fomesafen,3,3x,1,0,0
2,A65,fomesafen,3,3x,2,0,0
2,A65,fomesafen,3,3x,3,0,0
2,A65,fomesafen,3,3x,4,0,0
2,A65,s-metolachlor,5,3x,1,0,0
2,A65,s-metolachlor,5,3x,2,0,0
2,A65,s-metolachlor,5,3x,3,0,0
2,A65,s-metolachlor,5,3x,4,0,0
2,A65,mesotrione,6,3x,1,0,0
2,A65,mesotrione,6,3x,2,0,0
2,A65,mesotrione,6,3x,3,0,0
2,A65,mesotrione,6,3x,4,0,0
2,A66,control,1,0.5x,1,52,1.595
2,A66,control,1,0.5x,2,35,1.311
2,A66,control,1,0.5x,3,14,0.4526
2,A66,control,1,0.5x,4,24,0.7698
2,A66,control,1,1x,1,52,1.595
2,A66,control,1,1x,2,35,1.311
2,A66,control,1,1x,3,14,0.4526
2,A66,control,1,1x,4,24,0.7698
2,A66,control,1,3x,1,52,1.595
2,A66,control,1,3x,2,35,1.311
2,A66,control,1,3x,3,14,0.4526
2,A66,control,1,3x,4,24,0.7698
2,A66,fomesafen,3,0.5x,1,0,0
2,A66,fomesafen,3,0.5x,2,1,0.1127
2,A66,fomesafen,3,0.5x,3,0,0
2,A66,fomesafen,3,0.5x,4,0,0
2,A66,s-metolachlor,5,0.5x,1,0,0
2,A66,s-metolachlor,5,0.5x,2,0,0
2,A66,s-metolachlor,5,0.5x,3,0,0
2,A66,s-metolachlor,5,0.5x,4,0,0
2,A66,mesotrione,6,0.5x,1,0,0
2,A66,mesotrione,6,0.5x,2,0,0
2,A66,mesotrione,6,0.5x,3,0,0
2,A66,mesotrione,6,0.5x,4,0,0
2,A66,fomesafen,3,1x,1,0,0
2,A66,fomesafen,3,1x,2,0,0
2,A66,fomesafen,3,1x,3,0,0
2,A66,fomesafen,3,1x,4,0,0
2,A66,s-metolachlor,5,1x,1,0,0
2,A66,s-metolachlor,5,1x,2,0,0
2,A66,s-metolachlor,5,1x,3,0,0
2,A66,s-metolachlor,5,1x,4,0,0
2,A66,mesotrione,6,1x,1,0,0
2,A66,mesotrione,6,1x,2,0,0
2,A66,mesotrione,6,1x,3,0,0
2,A66,mesotrione,6,1x,4,0,0
2,A66,fomesafen,3,3x,1,0,0
2,A66,fomesafen,3,3x,2,0,0
2,A66,fomesafen,3,3x,3,0,0
2,A66,fomesafen,3,3x,4,0,0
2,A66,s-metolachlor,5,3x,1,0,0
2,A66,s-metolachlor,5,3x,2,0,0
2,A66,s-metolachlor,5,3x,3,0,0
2,A66,s-metolachlor,5,3x,4,0,0
2,A66,mesotrione,6,3x,1,0,0
2,A66,mesotrione,6,3x,2,0,0
2,A66,mesotrione,6,3x,3,0,0
2,A66,mesotrione,6,3x,4,0,0
2,A67,control,1,0.5x,1,26,0.7682
2,A67,control,1,0.5x,2,33,0.5684
2,A67,control,1,0.5x,3,20,0.7318
2,A67,control,1,0.5x,4,17,1.1744
2,A67,control,1,1x,1,26,0.7682
2,A67,control,1,1x,2,33,0.5684
2,A67,control,1,1x,3,20,0.7318
2,A67,control,1,1x,4,17,1.1744
2,A67,control,1,3x,1,26,0.7682
2,A67,control,1,3x,2,33,0.5684
2,A67,control,1,3x,3,20,0.7318
2,A67,control,1,3x,4,17,1.1744
2,A67,fomesafen,3,0.5x,1,2,0.0365
2,A67,fomesafen,3,0.5x,2,2,0.0084
2,A67,fomesafen,3,0.5x,3,1,0.0154
2,A67,fomesafen,3,0.5x,4,0,0
2,A67,s-metolachlor,5,0.5x,1,0,0
2,A67,s-metolachlor,5,0.5x,2,0,0
2,A67,s-metolachlor,5,0.5x,3,0,0
2,A67,s-metolachlor,5,0.5x,4,0,0
2,A67,mesotrione,6,0.5x,1,0,0
2,A67,mesotrione,6,0.5x,2,0,0
2,A67,mesotrione,6,0.5x,3,0,0
2,A67,mesotrione,6,0.5x,4,0,0
2,A67,fomesafen,3,1x,1,0,0
2,A67,fomesafen,3,1x,2,0,0
2,A67,fomesafen,3,1x,3,0,0
2,A67,fomesafen,3,1x,4,0,0
2,A67,s-metolachlor,5,1x,1,0,0
2,A67,s-metolachlor,5,1x,2,0,0
2,A67,s-metolachlor,5,1x,3,0,0
2,A67,s-metolachlor,5,1x,4,0,0
2,A67,mesotrione,6,1x,1,0,0
2,A67,mesotrione,6,1x,2,0,0
2,A67,mesotrione,6,1x,3,0,0
2,A67,mesotrione,6,1x,4,0,0
2,A67,fomesafen,3,3x,1,0,0
2,A67,fomesafen,3,3x,2,0,0
2,A67,fomesafen,3,3x,3,0,0
2,A67,fomesafen,3,3x,4,0,0
2,A67,s-metolachlor,5,3x,1,0,0
2,A67,s-metolachlor,5,3x,2,0,0
2,A67,s-metolachlor,5,3x,3,0,0
2,A67,s-metolachlor,5,3x,4,0,0
2,A67,mesotrione,6,3x,1,0,0
2,A67,mesotrione,6,3x,2,0,0
2,A67,mesotrione,6,3x,3,0,0
2,A67,mesotrione,6,3x,4,0,0
2,A75,control,1,0.5x,1,8,0.9881
2,A75,control,1,0.5x,2,17,1.0374
2,A75,control,1,0.5x,3,24,0.8713
2,A75,control,1,0.5x,4,5,0.8705
2,A75,control,1,1x,1,8,0.9881
2,A75,control,1,1x,2,17,1.0374
2,A75,control,1,1x,3,24,0.8713
2,A75,control,1,1x,4,5,0.8705
2,A75,control,1,3x,1,8,0.9881
2,A75,control,1,3x,2,17,1.0374
2,A75,control,1,3x,3,24,0.8713
2,A75,control,1,3x,4,5,0.8705
2,A75,fomesafen,3,0.5x,1,3,0.0122
2,A75,fomesafen,3,0.5x,2,4,0.0367
2,A75,fomesafen,3,0.5x,3,3,0.008
2,A75,fomesafen,3,0.5x,4,9,0.2562
2,A75,s-metolachlor,5,0.5x,1,2,0.1333
2,A75,s-metolachlor,5,0.5x,2,0,0
2,A75,s-metolachlor,5,0.5x,3,0,0
2,A75,s-metolachlor,5,0.5x,4,7,0.4012
2,A75,mesotrione,6,0.5x,1,4,0.0246
2,A75,mesotrione,6,0.5x,2,0,0
2,A75,mesotrione,6,0.5x,3,0,0
2,A75,mesotrione,6,0.5x,4,0,0
2,A75,fomesafen,3,1x,1,0,0
2,A75,fomesafen,3,1x,2,1,0.0069
2,A75,fomesafen,3,1x,3,0,0
2,A75,fomesafen,3,1x,4,3,0.0202
2,A75,s-metolachlor,5,1x,1,1,0.0091
2,A75,s-metolachlor,5,1x,2,0,0
2,A75,s-metolachlor,5,1x,3,0,0
2,A75,s-metolachlor,5,1x,4,0,0
2,A75,mesotrione,6,1x,1,0,0
2,A75,mesotrione,6,1x,2,0,0
2,A75,mesotrione,6,1x,3,0,0
2,A75,mesotrione,6,1x,4,0,0
2,A75,fomesafen,3,3x,1,0,0
2,A75,fomesafen,3,3x,2,0,0
2,A75,fomesafen,3,3x,3,0,0
2,A75,fomesafen,3,3x,4,0,0
2,A75,s-metolachlor,5,3x,1,0,0
2,A75,s-metolachlor,5,3x,2,0,0
2,A75,s-metolachlor,5,3x,3,0,0
2,A75,s-metolachlor,5,3x,4,0,0
2,A75,mesotrione,6,3x,1,0,0
2,A75,mesotrione,6,3x,2,0,0
2,A75,mesotrione,6,3x,3,0,0
2,A75,mesotrione,6,3x,4,0,0
2,A76,control,1,0.5x,1,36,1.0431
2,A76,control,1,0.5x,2,60,1.2004
2,A76,control,1,0.5x,3,53,1.369
2,A76,control,1,0.5x,4,13,1.0912
2,A76,control,1,1x,1,36,1.0431
2,A76,control,1,1x,2,60,1.2004
2,A76,control,1,1x,3,53,1.369
2,A76,control,1,1x,4,13,1.0912
2,A76,control,1,3x,1,36,1.0431
2,A76,control,1,3x,2,60,1.2004
2,A76,control,1,3x,3,53,1.369
2,A76,control,1,3x,4,13,1.0912
2,A76,fomesafen,3,0.5x,1,0,0
2,A76,fomesafen,3,0.5x,2,0,0
2,A76,fomesafen,3,0.5x,3,0,0
2,A76,fomesafen,3,0.5x,4,0,0
2,A76,s-metolachlor,5,0.5x,1,0,0
2,A76,s-metolachlor,5,0.5x,2,0,0
2,A76,s-metolachlor,5,0.5x,3,0,0
2,A76,s-metolachlor,5,0.5x,4,0,0
2,A76,mesotrione,6,0.5x,1,0,0
2,A76,mesotrione,6,0.5x,2,0,0
2,A76,mesotrione,6,0.5x,3,0,0
2,A76,mesotrione,6,0.5x,4,0,0
2,A76,fomesafen,3,1x,1,0,0
2,A76,fomesafen,3,1x,2,0,0
2,A76,fomesafen,3,1x,3,0,0
2,A76,fomesafen,3,1x,4,0,0
2,A76,s-metolachlor,5,1x,1,0,0
2,A76,s-metolachlor,5,1x,2,0,0
2,A76,s-metolachlor,5,1x,3,0,0
2,A76,s-metolachlor,5,1x,4,0,0
2,A76,mesotrione,6,1x,1,0,0
2,A76,mesotrione,6,1x,2,0,0
2,A76,mesotrione,6,1x,3,0,0
2,A76,mesotrione,6,1x,4,0,0
2,A76,fomesafen,3,3x,1,0,0
2,A76,fomesafen,3,3x,2,0,0
2,A76,fomesafen,3,3x,3,0,0
2,A76,fomesafen,3,3x,4,0,0
2,A76,s-metolachlor,5,3x,1,0,0
2,A76,s-metolachlor,5,3x,2,0,0
2,A76,s-metolachlor,5,3x,3,0,0
2,A76,s-metolachlor,5,3x,4,0,0
2,A76,mesotrione,6,3x,1,0,0
2,A76,mesotrione,6,3x,2,0,0
2,A76,mesotrione,6,3x,3,0,0
2,A76,mesotrione,6,3x,4,0,0
2,A82,control,1,0.5x,1,17,1.2818
2,A82,control,1,0.5x,2,17,0.7131
2,A82,control,1,0.5x,3,56,0.6295
2,A82,control,1,0.5x,4,83,1.1111
2,A82,control,1,1x,1,17,1.2818
2,A82,control,1,1x,2,17,0.7131
2,A82,control,1,1x,3,56,0.6295
2,A82,control,1,1x,4,83,1.1111
2,A82,control,1,3x,1,17,1.2818
2,A82,control,1,3x,2,17,0.7131
2,A82,control,1,3x,3,56,0.6295
2,A82,control,1,3x,4,83,1.1111
2,A82,fomesafen,3,0.5x,1,0,0
2,A82,fomesafen,3,0.5x,2,0,0
2,A82,fomesafen,3,0.5x,3,0,0
2,A82,fomesafen,3,0.5x,4,0,0
2,A82,s-metolachlor,5,0.5x,1,0,0
2,A82,s-metolachlor,5,0.5x,2,0,0
2,A82,s-metolachlor,5,0.5x,3,0,0
2,A82,s-metolachlor,5,0.5x,4,0,0
2,A82,mesotrione,6,0.5x,1,0,0
2,A82,mesotrione,6,0.5x,2,0,0
2,A82,mesotrione,6,0.5x,3,0,0
2,A82,mesotrione,6,0.5x,4,0,0
2,A82,fomesafen,3,1x,1,0,0
2,A82,fomesafen,3,1x,2,0,0
2,A82,fomesafen,3,1x,3,0,0
2,A82,fomesafen,3,1x,4,0,0
2,A82,s-metolachlor,5,1x,1,0,0
2,A82,s-metolachlor,5,1x,2,0,0
2,A82,s-metolachlor,5,1x,3,0,0
2,A82,s-metolachlor,5,1x,4,0,0
2,A82,mesotrione,6,1x,1,0,0
2,A82,mesotrione,6,1x,2,0,0
2,A82,mesotrione,6,1x,3,0,0
2,A82,mesotrione,6,1x,4,0,0
2,A82,fomesafen,3,3x,1,0,0
2,A82,fomesafen,3,3x,2,0,0
2,A82,fomesafen,3,3x,3,0,0
2,A82,fomesafen,3,3x,4,0,0
2,A82,s-metolachlor,5,3x,1,0,0
2,A82,s-metolachlor,5,3x,2,0,0
2,A82,s-metolachlor,5,3x,3,0,0
2,A82,s-metolachlor,5,3x,4,0,0
2,A82,mesotrione,6,3x,1,0,0
2,A82,mesotrione,6,3x,2,0,0
2,A82,mesotrione,6,3x,3,0,0
2,A82,mesotrione,6,3x,4,0,0
2,A87,control,1,0.5x,1,44,0.431
2,A87,control,1,0.5x,2,80,0.78
2,A87,control,1,0.5x,3,7,0.8395
2,A87,control,1,0.5x,4,43,0.8283
2,A87,control,1,1x,1,44,0.431
2,A87,control,1,1x,2,80,0.78
2,A87,control,1,1x,3,7,0.8395
2,A87,control,1,1x,4,43,0.8283
2,A87,control,1,3x,1,44,0.431
2,A87,control,1,3x,2,80,0.78
2,A87,control,1,3x,3,7,0.8395
2,A87,control,1,3x,4,43,0.8283
2,A87,fomesafen,3,0.5x,1,3,0.011
2,A87,fomesafen,3,0.5x,2,0,0
2,A87,fomesafen,3,0.5x,3,5,0.0061
2,A87,fomesafen,3,0.5x,4,0,0
2,A87,s-metolachlor,5,0.5x,1,0,0
2,A87,s-metolachlor,5,0.5x,2,0,0
2,A87,s-metolachlor,5,0.5x,3,0,0
2,A87,s-metolachlor,5,0.5x,4,0,0
2,A87,mesotrione,6,0.5x,1,0,0
2,A87,mesotrione,6,0.5x,2,0,0
2,A87,mesotrione,6,0.5x,3,0,0
2,A87,mesotrione,6,0.5x,4,0,0
2,A87,fomesafen,3,1x,1,0,0
2,A87,fomesafen,3,1x,2,0,0
2,A87,fomesafen,3,1x,3,0,0
2,A87,fomesafen,3,1x,4,0,0
2,A87,s-metolachlor,5,1x,1,0,0
2,A87,s-metolachlor,5,1x,2,0,0
2,A87,s-metolachlor,5,1x,3,0,0
2,A87,s-metolachlor,5,1x,4,0,0
2,A87,mesotrione,6,1x,1,0,0
