run,pop,herb,rate,rep,surv,biomass
2,Brook,meso+P450,6.5,3,1,1.168
2,Brook,meso+P450,6.5,4,1,0.53
2,Brook,meso+P450,13.1,1,1,0.776
2,Brook,meso+P450,13.1,2,1,1.306
2,Brook,meso+P450,13.1,3,1,1.235
2,Brook,meso+P450,13.1,4,1,0.94
2,Brook,meso+P450,26.3,1,1,1.209
2,Brook,meso+P450,26.3,2,1,1.263
2,Brook,meso+P450,26.3,3,1,1.983
2,Brook,meso+P450,26.3,4,1,0.709
2,Brook,meso+P450,53,1,0,0
2,Brook,meso+P450,53,2,1,0.272
2,Brook,meso+P450,53,3,0,0
2,Brook,meso+P450,53,4,1,0.411
2,Brook,meso+P450,105.1,1,1,0.097
2,Brook,meso+P450,105.1,2,0,0
2,Brook,meso+P450,105.1,3,1,0.139
2,Brook,meso+P450,105.1,4,0,0
2,Brook,meso+P450,210.2,1,0,0
2,Brook,meso+P450,210.2,2,0,0
2,Brook,meso+P450,210.2,3,0,0
2,Brook,meso+P450,210.2,4,1,0.517
2,Brook,meso+P450,420.4,1,0,0
2,Brook,meso+P450,420.4,2,0,0
2,Brook,meso+P450,420.4,3,0,0
2,Brook,meso+P450,420.4,4,0,0
2,Brook,meso+P450,840.8,1,0,0
2,Brook,meso+P450,840.8,2,0,0
2,Brook,meso+P450,840.8,3,0,0
2,Brook,meso+P450,840.8,4,0,0
2,Brook,meso+P450,1681.6,1,0,0
2,Brook,meso+P450,1681.6,2,0,0
2,Brook,meso+P450,1681.6,3,0,0
2,Brook,meso+P450,1681.6,4,0,0
2,Brook,meso+GST,0,1,1,3.145
2,Brook,meso+GST,0,2,1,4.153
2,Brook,meso+GST,0,3,1,3.243
2,Brook,meso+GST,0,4,1,3.083
2,Brook,meso+GST,1.6,1,1,1.53
2,Brook,meso+GST,1.6,2,1,0.769
2,Brook,meso+GST,1.6,3,1,2.088
2,Brook,meso+GST,1.6,4,1,1.404
2,Brook,meso+GST,3.3,1,1,1.52
2,Brook,meso+GST,3.3,2,1,1.005
2,Brook,meso+GST,3.3,3,1,1.298
2,Brook,meso+GST,3.3,4,1,1.321
2,Brook,meso+GST,6.5,1,1,1.764
2,Brook,meso+GST,6.5,2,1,1.077
2,Brook,meso+GST,6.5,3,1,1.534
2,Brook,meso+GST,6.5,4,1,0.141
2,Brook,meso+GST,13.1,1,1,0.933
2,Brook,meso+GST,13.1,2,1,0.665
2,Brook,meso+GST,13.1,3,1,0.954
2,Brook,meso+GST,13.1,4,1,0.301
2,Brook,meso+GST,26.3,1,1,1.061
2,Brook,meso+GST,26.3,2,1,0.595
2,Brook,meso+GST,26.3,3,1,0.244
2,Brook,meso+GST,26.3,4,1,0.589
2,Brook,meso+GST,53,1,0,0
2,Brook,meso+GST,53,2,0,0
2,Brook,meso+GST,53,3,1,0.361
2,Brook,meso+GST,53,4,0,0
2,Brook,meso+GST,105.1,1,1,0.148
2,Brook,meso+GST,105.1,2,1,0.091
2,Brook,meso+GST,105.1,3,0,0
2,Brook,meso+GST,105.1,4,0,0
2,Brook,meso+GST,210.2,1,0,0
2,Brook,meso+GST,210.2,2,0,0
2,Brook,meso+GST,210.2,3,0,0
2,Brook,meso+GST,210.2,4,0,0
2,Brook,meso+GST,420.4,1,0,0
2,Brook,meso+GST,420.4,2,1,0.098
2,Brook,meso+GST,420.4,3,0,0
2,Brook,meso+GST,420.4,4,0,0
2,Brook,meso+GST,840.8,1,0,0
2,Brook,meso+GST,840.8,2,0,0
2,Brook,meso+GST,840.8,3,0,0
2,Brook,meso+GST,840.8,4,0,0
2,Brook,meso+GST,1681.6,1,0,0
2,Brook,meso+GST,1681.6,2,0,0
2,Brook,meso+GST,1681.6,3,0,0
2,Brook,meso+GST,1681.6,4,0,0
