run,pop,herb,rate,rep,surv,biomass
2,A82,meso,1.6,2,1,1.219
2,A82,meso,1.6,3,1,2.009
2,A82,meso,1.6,4,1,0.782
2,A82,meso,3.3,1,1,0.795
2,A82,meso,3.3,2,1,0.772
2,A82,meso,3.3,3,1,0.842
2,A82,meso,3.3,4,1,0.697
2,A82,meso,6.5,1,1,0.954
2,A82,meso,6.5,2,1,1.538
2,A82,meso,6.5,3,1,0.572
2,A82,meso,6.5,4,1,1.004
2,A82,meso,13.1,1,1,0.701
2,A82,meso,13.1,2,1,0.575
2,A82,meso,13.1,3,1,0.893
2,A82,meso,13.1,4,1,0.044
2,A82,meso,26.3,1,1,0.958
2,A82,meso,26.3,2,1,0.23
2,A82,meso,26.3,3,1,1.073
2,A82,meso,26.3,4,0,0
2,A82,meso,53,1,0,0
2,A82,meso,53,2,1,0.066
2,A82,meso,53,3,1,0.048
2,A82,meso,53,4,0,0
2,A82,meso,105.1,1,0,0
2,A82,meso,105.1,2,0,0
2,A82,meso,105.1,3,0,0
2,A82,meso,105.1,4,0,0
2,A82,meso,210.2,1,0,0
2,A82,meso,210.2,2,0,0
2,A82,meso,210.2,3,0,0
2,A82,meso,210.2,4,0,0
2,A82,meso,420.4,1,0,0
2,A82,meso,420.4,2,0,0
2,A82,meso,420.4,3,0,0
2,A82,meso,420.4,4,0,0
2,A82,meso,840.8,1,0,0
2,A82,meso,840.8,2,0,0
2,A82,meso,840.8,3,0,0
2,A82,meso,840.8,4,0,0
2,A82,meso,1681.6,1,0,0
2,A82,meso,1681.6,2,0,0
2,A82,meso,1681.6,3,0,0
2,A82,meso,1681.6,4,0,0
2,A82,meso+P450,0,1,1,1.955
2,A82,meso+P450,0,2,1,2.548
2,A82,meso+P450,0,3,1,1.281
2,A82,meso+P450,0,4,1,1.175
2,A82,meso+P450,1.6,1,1,1.44
2,A82,meso+P450,1.6,2,1,1.387
2,A82,meso+P450,1.6,3,1,1.014
2,A82,meso+P450,1.6,4,1,1.724
2,A82,meso+P450,3.3,1,1,0.646
2,A82,meso+P450,3.3,2,1,1.076
2,A82,meso+P450,3.3,3,1,0.88
2,A82,meso+P450,3.3,4,1,1.002
2,A82,meso+P450,6.5,1,1,2.006
2,A82,meso+P450,6.5,2,1,0.09
2,A82,meso+P450,6.5,3,1,1.447
2,A82,meso+P450,6.5,4,1,0.678
2,A82,meso+P450,13.1,1,1,0.09
2,A82,meso+P450,13.1,2,1,0.049
2,A82,meso+P450,13.1,3,1,1.58
2,A82,meso+P450,13.1,4,1,0.906
2,A82,meso+P450,26.3,1,1,0.288
2,A82,meso+P450,26.3,2,1,0.115
2,A82,meso+P450,26.3,3,1,1.071
2,A82,meso+P450,26.3,4,1,0.488
2,A82,meso+P450,53,1,1,0.194
2,A82,meso+P450,53,2,0,0
2,A82,meso+P450,53,3,0,0
2,A82,meso+P450,53,4,0,0
2,A82,meso+P450,105.1,1,0,0
2,A82,meso+P450,105.1,2,0,0
2,A82,meso+P450,105.1,3,1,0.165
2,A82,meso+P450,105.1,4,1,0.073
2,A82,meso+P450,210.2,1,0,0
2,A82,meso+P450,210.2,2,0,0
2,A82,meso+P450,210.2,3,0,0
2,A82,meso+P450,210.2,4,0,0
2,A82,meso+P450,420.4,1,0,0
2,A82,meso+P450,420.4,2,0,0
2,A82,meso+P450,420.4,3,0,0
2,A82,meso+P450,420.4,4,0,0
2,A82,meso+P450,840.8,1,0,0
2,A82,meso+P450,840.8,2,0,0
2,A82,meso+P450,840.8,3,0,0
2,A82,meso+P450,840.8,4,0,0
2,A82,meso+P450,1681.6,1,0,0
2,A82,meso+P450,1681.6,2,0,0
2,A82,meso+P450,1681.6,3,0,0
2,A82,meso+P450,1681.6,4,0,0
2,A82,meso+GST,0,1,1,3.148
2,A82,meso+GST,0,2,1,1.432
2,A82,meso+GST,0,3,1,1.43
2,A82,meso+GST,0,4,1,1.434
2,A82,meso+GST,1.6,1,1,1.915
2,A82,meso+GST,1.6,2,1,0.96
2,A82,meso+GST,1.6,3,1,1.272
2,A82,meso+GST,1.6,4,1,1.295
2,A82,meso+GST,3.3,1,1,0.803
2,A82,meso+GST,3.3,2,1,0.966
2,A82,meso+GST,3.3,3,1,1.074
2,A82,meso+GST,3.3,4,1,0.896
2,A82,meso+GST,6.5,1,1,0.06
2,A82,meso+GST,6.5,2,1,0.082
2,A82,meso+GST,6.5,3,1,0.679
2,A82,meso+GST,6.5,4,1,1.49
2,A82,meso+GST,13.1,1,1,1.254
2,A82,meso+GST,13.1,2,1,0.377
2,A82,meso+GST,13.1,3,1,1.897
2,A82,meso+GST,13.1,4,1,0.898
2,A82,meso+GST,26.3,1,0,0
2,A82,meso+GST,26.3,2,1,0.687
2,A82,meso+GST,26.3,3,1,0.053
2,A82,meso+GST,26.3,4,0,0
2,A82,meso+GST,53,1,1,0.046
2,A82,meso+GST,53,2,1,0.102
2,A82,meso+GST,53,3,0,0
2,A82,meso+GST,53,4,0,0
2,A82,meso+GST,105.1,1,0,0
2,A82,meso+GST,105.1,2,0,0
2,A82,meso+GST,105.1,3,0,0
2,A82,meso+GST,105.1,4,0,0
2,A82,meso+GST,210.2,1,0,0
2,A82,meso+GST,210.2,2,0,0
2,A82,meso+GST,210.2,3,0,0
2,A82,meso+GST,210.2,4,0,0
2,A82,meso+GST,420.4,1,0,0
2,A82,meso+GST,420.4,2,0,0
2,A82,meso+GST,420.4,3,0,0
2,A82,meso+GST,420.4,4,0,0
2,A82,meso+GST,840.8,1,0,0
2,A82,meso+GST,840.8,2,0,0
2,A82,meso+GST,840.8,3,0,0
2,A82,meso+GST,840.8,4,0,0
2,A82,meso+GST,1681.6,1,0,0
2,A82,meso+GST,1681.6,2,0,0
2,A82,meso+GST,1681.6,3,0,0
2,A82,meso+GST,1681.6,4,0,0
